순위,종목코드,종목명,시장,업종,등락률(%),종가(원),거래대금(원),거래량,시가총액(원),상한가
373,038010,제일테크노스,KOSDAQ,금속,1.60,5720,108342510,19221,51480000000,
374,009970,영원무역홀딩스,KOSPI,금융업,1.59,191200,2377276200,12482,2476769810400,
375,051390,YW,KOSDAQ,유통,1.59,3825,1331925,351,43434282600,
376,069510,에스텍,KOSDAQ,일반전기전자,1.59,12750,74800555,5922,139102500000,
377,148250,알엔투테크놀로지,KOSDAQ,IT H/W,1.58,2250,165355955,73831,30624084000,
378,002840,미원상사,KOSPI,제조업,1.56,123900,387101300,3145,588525000000,
379,286940,롯데이노베이트,KOSPI,서비스업,1.54,17090,85994500,5071,258560882030,
380,139130,iM금융지주,KOSPI,금융업,1.54,18410,10569497460,577412,2915470341280,
381,326030,SK바이오팜,KOSPI,서비스업,1.53,79400,8522157550,108251,6218072050000,
382,065690,파커스,KOSDAQ,IT H/W,1.53,1125,14684493,13128,15805497375,
383,003220,대원제약,KOSPI,의약품,1.53,7960,400650790,50375,178523560680,
384,090435,아모레퍼시픽우,KOSPI,제조업,1.53,39800,381157350,9676,420201634000,
385,000540,흥국화재,KOSPI,금융업,1.52,3340,154648670,46893,214570434300,
386,012450,한화에어로스페이스,KOSPI,운수장비,1.51,943000,133889043000,142856,48624287143000,
387,049120,파인디앤씨,KOSDAQ,IT H/W,1.50,1959,51618770,26656,20768657817,
388,122900,아이마켓코리아,KOSPI,유통업,1.50,7450,467908920,62877,249044858000,
389,203450,유니온바이오메트릭스,KOSDAQ,일반전기전자,1.50,2710,33593750,12754,38154108970,
390,010660,화천기계,KOSPI,기계,1.48,2735,249750345,92305,60170000000,
391,031510,오스템,KOSDAQ,운송장비·부품,1.48,1094,69886343,63908,30632000000,
392,139990,아주스틸,KOSPI,제조업,1.48,2055,27545379,13516,79642375770,
393,036560,KZ정밀,KOSDAQ,기계·장비,1.48,11680,26554950,2287,183960000000,
394,104460,디와이피엔에프,KOSDAQ,기계·장비,1.47,8990,13318120,1493,94557727990,
395,049720,고려신용정보,KOSDAQ,기타서비스,1.46,9760,367178580,37697,139568000000,
396,004365,세방우,KOSPI,운수창고,1.45,9080,12145390,1348,33498390000,
397,432980,엠에프씨,KOSDAQ,제약,1.45,2800,46589645,17002,24056877600,
398,140520,대창스틸,KOSDAQ,금속,1.44,1968,41806481,21249,41542990224,
399,204020,그리티,KOSDAQ,섬유·의류,1.44,1901,121643151,63223,36976031632,
400,133820,화인베스틸,KOSPI,제조업,1.44,1060,56815327,53674,39341372120,
401,009240,한샘,KOSPI,유통업,1.43,35400,1325981825,37336,833101051200,
402,284740,쿠쿠홈시스,KOSPI,서비스업,1.43,21250,253594500,11932,476793262500,
403,234080,JW생명과학,KOSPI,의약품,1.43,11380,291759990,25759,180197224520,
404,024720,콜마홀딩스,KOSPI,금융업,1.42,8570,125259895,14624,293918939630,
405,263810,상신전자,KOSDAQ,일반전기전자,1.42,2500,145403730,58186,39812062500,
406,059210,메타바이오메드,KOSDAQ,제약,1.42,3935,268737125,68841,106919636075,
407,079430,현대리바트,KOSPI,제조업,1.41,5740,207408995,36380,115455519480,
408,275630,에스에스알,KOSDAQ,IT S/W & SVC,1.41,3950,69616085,17264,20752541600,
409,415380,스튜디오삼익,KOSDAQ,유통,1.41,1946,105267188,54710,22268029350,
410,000240,한국앤컴퍼니,KOSPI,금융업,1.41,25250,1691570225,67030,2397114810000,
411,184230,SGA솔루션즈,KOSDAQ,IT S/W & SVC,1.40,1881,50502761,27945,35528288499,
412,373160,데이원컴퍼니,KOSDAQ,기타서비스,1.39,3280,23085485,7031,45288498320,
413,019685,대교우B,KOSPI,서비스업,1.39,729,8954685,12339,14162275710,
414,253840,수젠텍,KOSDAQ,의료·정밀기기,1.39,4015,306359592,76325,67223948000,
415,000700,유수홀딩스,KOSPI,서비스업,1.38,5860,108280370,18586,152605018320,
416,130500,GH신소재,KOSDAQ,섬유·의류,1.38,1760,18097186,10237,25599291520,
417,002630,오리엔트바이오,KOSPI,의약품,1.37,885,150204485,171599,52472979270,
418,068330,일신바이오,KOSDAQ,기계·장비,1.37,960,63666029,66126,42447494400,
419,103230,에스앤더블류,KOSDAQ,기계·장비,1.37,2590,14462510,5620,18648000000,
420,001800,오리온홀딩스,KOSPI,금융업,1.36,26050,2152369975,82393,1567080784600,
421,101930,인화정공,KOSDAQ,운송장비·부품,1.36,6700,132795060,20037,306154295700,
422,037560,LG헬로비전,KOSPI,서비스업,1.36,1565,232475599,150951,121204343725,
423,126560,현대퓨처넷,KOSPI,코스피 소형주,1.35,3000,195813720,65390,327603120000,
424,153490,우리이앤엘하루틴,KOSDAQ,IT H/W,1.35,450,24022690,54343,23166000000,
425,051500,CJ프레시웨이,KOSDAQ,유통,1.34,22700,189164725,8392,269485002200,
426,389030,지니너스,KOSDAQ,기타서비스,1.34,2275,195283270,86207,89617416525,
427,146060,율촌,KOSDAQ,금속,1.32,1075,424605171,388831,25816764625,
428,107590,미원홀딩스,KOSPI,금융업,1.32,53800,4271200,80,124816000000,
429,051905,LG생활건강우,KOSPI,제조업,1.31,92500,240934650,2615,193903957500,
430,035150,백산,KOSPI,제조업,1.31,10050,209750060,21044,198699343950,
431,094940,푸른로보틱스,KOSDAQ,IT H/W,1.30,5440,281453980,51796,45485939840,
432,035080,그래디언트,KOSDAQ,유통,1.29,9390,82848870,9036,107339756760,
433,001790,대한제당,KOSPI,음식료품,1.29,2740,765796463,282425,236302847100,
434,004780,대륙제관,KOSDAQ,금속,1.29,3940,396902540,101291,62658604060,
435,048870,시너지이노베이션,KOSDAQ,의료·정밀기기,1.28,1666,702249793,420191,146786200358,
436,090355,노루페인트우,KOSPI,제조업,1.27,10330,351550,34,4784091580,
437,063570,NICE인프라,KOSDAQ,기타서비스,1.27,3180,85599015,27124,108589775040,
438,008770,호텔신라,KOSPI,유통업,1.27,47800,8974227500,188744,1876060183800,
439,012750,에스원,KOSPI,서비스업,1.26,72100,3853264100,53840,2739740733800,
440,024120,KB오토시스,KOSDAQ,운송장비·부품,1.26,3220,7348475,2288,37030000000,
441,200780,비씨월드제약,KOSDAQ,제약,1.26,3220,73785899,22850,34343428420,
442,126880,제이엔케이글로벌,KOSDAQ,기계·장비,1.26,2820,77668460,27630,65437826460,
443,408470,한패스,KOSDAQ,금융,1.25,5650,225195100,39810,59731800000,
444,108380,대양전기공업,KOSDAQ,운송장비·부품,1.25,16990,620966120,36691,162548987670,
445,051780,큐로홀딩스,KOSDAQ,유통,1.25,2840,17037157,6062,17993146600,
446,001360,삼성제약,KOSPI,의약품,1.24,1302,486518799,372756,122599026858,
447,462980,아이지넷,KOSDAQ,코스닥 소형주,1.24,1385,53676798,39464,25254695245,
448,353190,휴럼,KOSDAQ,음식료·담배,1.24,2855,40607985,14266,22485077820,
449,348150,고바이오랩,KOSDAQ,기타서비스,1.24,3265,53128535,16521,63402672585,
450,336680,탑런토탈솔루션,KOSDAQ,일반전기전자,1.24,2450,141905525,58553,95906617100,
451,431190,케이쓰리아이,KOSDAQ,기타서비스,1.23,2460,53725407,22345,18416647320,
452,078930,GS,KOSPI,금융업,1.22,82800,30865716500,369643,7691746986000,
453,086450,동국제약,KOSDAQ,제약,1.21,19290,5101340960,264709,872494801800,
454,097950,CJ제일제당,KOSPI,음식료품,1.20,184800,5235685850,28323,2782013572800,
455,002350,넥센타이어,KOSPI,제조업,1.20,6750,485920170,72667,659258169750,
456,138040,메리츠금융지주,KOSPI,금융업,1.20,118300,29563446450,253671,19797182395900,
457,017370,우신시스템,KOSPI,기계,1.20,4230,68191169,16166,77468448420,
458,267980,매일유업,KOSDAQ,음식료·담배,1.20,33850,453740200,13211,259414146300,
459,004720,팜젠사이언스,KOSPI,의약품,1.19,3400,204542113,59740,77024841000,
460,003310,대주산업,KOSDAQ,음식료·담배,1.19,1700,1926799073,1109727,60166995000,
461,017480,삼현철강,KOSDAQ,금속,1.19,4685,53229045,11372,72349939650,
462,455180,케이지에이,KOSDAQ,기계·장비,1.18,1455,15602520,10924,20309349780,
463,060380,동양에스텍,KOSDAQ,금속,1.17,1209,29839017,24879,23817300000,
464,272550,삼양패키징,KOSPI,제조업,1.17,8660,138495450,16060,130492395960,
465,021650,한국큐빅,KOSDAQ,제조,1.17,2170,3712870,1721,35480721710,
466,180640,한진칼,KOSPI,금융업,1.16,113500,11640170250,102969,7577518666500,
467,003120,일성아이에스,KOSPI,의약품,1.16,20100,329179590,16469,267330000000,
468,027410,BGF,KOSPI,금융업,1.15,3945,377741445,95088,377602740495,
469,078140,대봉엘에스,KOSDAQ,제약,1.15,7890,98028840,12427,87473108310,
470,024830,세원물산,KOSDAQ,운송장비·부품,1.15,8770,13070420,1496,73229500000,
471,047810,한국항공우주,KOSPI,운수장비,1.15,149200,50064519500,335749,14543285964400,
472,068290,삼성출판사,KOSPI,서비스업,1.14,6210,109724320,17640,62100000000,
473,071840,롯데하이마트,KOSPI,유통업,1.14,6210,112770410,18226,146603891520,
474,003925,남양유업우,KOSPI,음식료품,1.14,31050,56395550,1813,62100000000,
475,057680,티사이언티픽,KOSDAQ,IT S/W & SVC,1.14,1870,39423482,22075,29532739830,
476,004890,동일산업,KOSPI,제조업,1.13,35650,13499500,381,86458914750,
477,277070,린드먼아시아,KOSDAQ,금융,1.13,3120,8826870,2860,42719040000,
478,004700,조광피혁,KOSPI,"섬유,의복",1.12,63000,75836800,1213,418895694000,
479,000120,CJ대한통운,KOSPI,운수창고,1.12,72500,3463049700,47662,1653894940000,
480,058650,세아홀딩스,KOSPI,제조업,1.11,118300,51297350,433,501856518800,
481,053950,경남제약,KOSDAQ,제약,1.11,1551,76891560,50341,24241309521,
482,068930,디지털대성,KOSDAQ,기타서비스,1.11,7300,177654800,24361,202029996600,
483,139670,키네마스터,KOSDAQ,IT S/W & SVC,1.10,1470,43253803,29310,20754650700,
484,007700,F&F홀딩스,KOSPI,금융업,1.09,14800,287807610,19539,578892631600,
485,104700,한국철강,KOSPI,제조업,1.09,9290,145197890,15674,338620500000,
486,008930,한미사이언스,KOSPI,금융업,1.08,32700,4224895450,131056,2236403685000,
487,054090,삼진엘앤디,KOSDAQ,IT H/W,1.08,937,49122536,52771,23386800384,
488,103840,우양,KOSDAQ,음식료·담배,1.08,1972,115071028,56783,32274596016,
489,095700,제넥신,KOSDAQ,기타서비스,1.08,2350,239399471,100951,107020160900,
490,034830,한국토지신탁,KOSPI,금융업,1.07,1129,231336329,206264,285060340670,
491,069080,웹젠,KOSDAQ,IT S/W & SVC,1.07,11290,503978000,44902,349612631750,
492,006280,녹십자,KOSPI,의약품,1.07,122800,2966565900,24353,1435106866400,
493,004970,신라교역,KOSPI,코스피 소형주,1.07,9480,169757950,18034,151680000000,
494,122310,제노레이,KOSDAQ,의료·정밀기기,1.07,3320,4386385,1335,48318762080,
495,003620,KG모빌리티,KOSPI,운수장비,1.06,2860,1324654937,463008,578792248320,
496,237690,에스티팜,KOSDAQ,제약,1.06,124300,14544024750,117467,2594866663400,
497,260660,알리코제약,KOSDAQ,제약,1.05,2395,1286729453,511742,36708215295,
498,003240,태광산업,KOSPI,제조업,1.05,866000,920863000,1069,964204400000,
499,021240,코웨이,KOSPI,서비스업,1.04,96700,29118732800,301044,6843210094200,
500,013890,지누스,KOSPI,제조업,1.03,8800,69296280,7903,192947154400,
501,032750,삼진,KOSDAQ,일반전기전자,1.03,2940,19144510,6531,26551498680,
502,271560,오리온,KOSPI,음식료품,1.02,128400,13045763250,102378,5075496379200,
503,222420,쎄노텍,KOSDAQ,비금속,1.02,889,111946012,127681,43044066947,
504,226400,오스테오닉,KOSDAQ,의료·정밀기기,1.02,4445,336062780,76350,91840816445,
505,362320,청담글로벌,KOSDAQ,유통,1.02,4455,236799440,54773,94228996950,
506,003090,대웅,KOSPI,의약품,1.02,16840,768469540,45787,979110943200,
507,024090,디씨엠,KOSPI,제조업,1.00,11070,19989490,1814,126198000000,
508,101240,씨큐브,KOSDAQ,제조,1.00,3035,34525835,11380,34468652820,
509,007575,일양약품우,KOSPI,의약품,0.99,7120,2357220,334,3168969600,
510,00104K,CJ4우(전환),KOSPI,금융업,0.99,132600,2413817200,18614,560435491200,
511,253450,스튜디오드래곤,KOSDAQ,오락·문화,0.99,20400,834729400,41188,613193359200,
512,419120,산돌,KOSDAQ,IT S/W & SVC,0.99,2555,23002875,9033,36339992395,
513,071200,인피니트헬스케어,KOSDAQ,IT S/W & SVC,0.98,9230,1780168620,190801,225179307340,
514,023910,대한약품,KOSDAQ,제약,0.98,25650,168978675,6627,153900000000,
515,051160,지어소프트,KOSDAQ,IT S/W & SVC,0.97,7250,198286535,27778,112189617500,
516,003850,보령,KOSPI,의약품,0.97,8300,690126670,82987,712033818100,
517,000140,하이트진로홀딩스,KOSPI,금융업,0.97,8310,175029660,21081,192848217150,
518,339770,교촌에프앤비,KOSPI,유통업,0.97,3650,378567527,103947,182372542000,
519,123690,한국화장품,KOSPI,유통업,0.97,6270,276970040,44712,100746360000,
520,352940,인바이오,KOSDAQ,제조,0.95,2015,15632799,7833,21898475950,
521,120110,코오롱인더,KOSPI,제조업,0.94,53600,10400239550,198224,1605107315200,
522,460860,동국제강,KOSPI,제조업,0.94,8580,1280621610,148959,425636785860,
523,207940,삼성바이오로직스,KOSPI,의약품,0.94,1396000,41561948500,29974,64622167596000,
524,290270,휴네시온,KOSDAQ,IT S/W & SVC,0.94,2685,35113035,13051,25796599320,
525,188260,세니젠,KOSDAQ,기타 제조,0.94,2155,2860390,1358,28582784315,
526,321820,아티스트컴퍼니,KOSDAQ,오락·문화,0.94,2155,146642707,69575,33599415280,
527,009680,모토닉,KOSPI,운수장비,0.93,9780,129579510,13306,212549659320,
528,383800,LX홀딩스,KOSPI,금융업,0.92,7670,607059340,79108,585072892300,
529,128660,피제이메탈,KOSDAQ,금속,0.92,2740,157874370,58359,67961231060,
530,015360,INVENI,KOSPI,서비스업,0.92,14250,315070120,22303,388312500000,
531,067730,로지시스,KOSDAQ,IT S/W & SVC,0.92,2205,36934575,16822,21330998010,
532,123890,한국자산신탁,KOSPI,금융업,0.91,2225,265762695,119303,272281985350,
533,461300,아이스크림미디어,KOSDAQ,기타서비스,0.90,15620,203376145,12969,208119833460,
534,017390,서울가스,KOSPI,전기가스업,0.90,55800,199745700,3595,276210000000,
535,014940,오리엔탈정공,KOSDAQ,기계·장비,0.90,4490,1097149030,244605,204625737890,
536,052330,코텍,KOSDAQ,IT H/W,0.90,12360,161831620,13116,219533240040,
537,066130,하츠,KOSDAQ,일반전기전자,0.90,3380,38803415,11545,43264000000,
538,078520,에이블씨엔씨,KOSPI,제조업,0.89,10170,1501576865,147403,264564017370,
539,001040,CJ,KOSPI,금융업,0.89,135700,13898726400,103393,3959318628600,
540,002450,삼익악기,KOSPI,제조업,0.89,1135,162296330,143686,102752588525,
541,038680,에스넷,KOSDAQ,IT S/W & SVC,0.89,3410,271866000,79426,67902109220,
542,439580,블루엠텍,KOSDAQ,유통,0.88,1714,138302247,81328,58012981558,
543,010130,고려아연,KOSPI,제조업,0.88,1029000,13120368500,12958,21478285101000,
544,016090,대현,KOSPI,"섬유,의복",0.88,1490,184466169,124455,65980641900,
545,120115,코오롱인더우,KOSPI,제조업,0.86,23350,211918450,9264,64629531000,
546,377300,카카오페이,KOSPI,금융업,0.86,40900,7637683775,187211,5532548112500,
547,050120,ES큐브,KOSDAQ,유통,0.86,2925,44404206,15264,39674951550,
548,006650,대한유화,KOSPI,제조업,0.86,105400,1335452000,12769,685100000000,
549,267850,아시아나IDT,KOSPI,서비스업,0.86,9410,86423615,9239,104451000000,
550,000105,유한양행우,KOSPI,의약품,0.86,58900,63415650,1082,69557366000,
551,110790,크리스에프앤씨,KOSDAQ,섬유·의류,0.85,2950,4795540,1641,69121332000,
552,443250,레뷰코퍼레이션,KOSDAQ,IT S/W & SVC,0.85,5930,19869290,3377,64102214810,
553,036800,나이스정보통신,KOSDAQ,기타서비스,0.84,29900,682442675,22836,272090000000,
554,176750,듀켐바이오,KOSDAQ,제약,0.84,6020,42905295,7278,171502094400,
555,003920,남양유업,KOSPI,음식료품,0.83,42350,239201500,5622,254100000000,
556,063160,종근당바이오,KOSPI,의약품,0.83,13400,132986775,10039,73511890800,
557,000480,CR홀딩스,KOSPI,비금속광물,0.82,4920,79516350,16265,230701210800,
558,008350,남선알미늄,KOSPI,제조업,0.82,1109,1594336609,1439735,143148710810,
559,156100,엘앤케이바이오,KOSDAQ,의료·정밀기기,0.81,4355,385385905,87928,97339271315,
560,328380,솔트웨어,KOSDAQ,IT S/W & SVC,0.81,2490,53726935,21940,17062861950,
561,002150,도화엔지니어링,KOSPI,서비스업,0.81,4990,273903870,54996,168262800000,
562,011785,금호석유화학우,KOSPI,제조업,0.81,50000,199830300,3961,151174300000,
563,009300,삼아제약,KOSDAQ,제약,0.81,12520,41268960,3315,79752400000,
564,159910,에코글로우,KOSDAQ,IT H/W,0.80,3135,43584005,14268,32814349095,
565,206640,바디텍메드,KOSDAQ,제약,0.80,11290,575881050,51415,247340428090,
566,280360,롯데웰푸드,KOSPI,음식료품,0.80,101000,884167000,8782,929661974000,
567,016920,카스,KOSDAQ,유통,0.80,1011,40596090,40636,26784966918,
568,261200,덴티스,KOSDAQ,의료·정밀기기,0.80,2530,64824395,26086,39998541000,
569,036030,케이티알파,KOSDAQ,유통,0.79,4455,202023790,45524,218380273155,
570,086060,진바이오텍,KOSDAQ,유통,0.79,5100,137236510,27156,43913993700,
571,122350,삼기,KOSDAQ,운송장비·부품,0.79,1915,31154293181,14785637,73420004620,
572,002320,한진,KOSPI,운수창고,0.79,15360,327857870,21389,238365941760,
573,049830,승일,KOSDAQ,금속,0.78,6430,2649610,418,39429480160,
574,018310,삼목에스폼,KOSDAQ,금속,0.78,14200,97743920,7019,208740000000,
575,145990,삼양사,KOSPI,음식료품,0.78,45200,388942150,8635,466167894800,
576,466410,사이냅소프트,KOSDAQ,기타서비스,0.78,7750,86468700,11453,39036928250,
577,188040,바이오포트,KOSDAQ,음식료·담배,0.77,5230,113487260,21974,24472780840,
578,035250,강원랜드,KOSPI,서비스업,0.77,14410,6424497505,446740,3082882605000,
579,030200,KT,KOSPI,코스피 대형주,0.77,52400,12131823500,230794,13205936294000,
580,056090,시지메드텍,KOSDAQ,의료·정밀기기,0.76,1065,399374793,377291,109970873340,
581,123860,아나패스,KOSDAQ,IT H/W,0.75,13360,232411470,17780,161968824400,
582,083550,케이엠,KOSDAQ,섬유·의류,0.75,2680,6881010,2603,36330522200,
583,019550,SBI인베스트먼트,KOSDAQ,금융,0.73,960,167975727,177964,77791955520,
584,007160,사조산업,KOSPI,음식료품,0.73,48150,292716000,5976,240750000000,
585,192820,코스맥스,KOSPI,제조업,0.72,181100,10230921900,56229,2055396079900,
586,016880,웅진,KOSPI,금융업,0.72,2095,381910660,182336,167447232600,
587,143160,아이디스,KOSDAQ,IT H/W,0.72,15380,124904375,8093,164818078200,
588,300720,한일시멘트,KOSPI,비금속광물,0.72,13990,746048655,53336,1028897473910,
589,002170,SYTS,KOSPI,"섬유,의복",0.72,56000,299188500,5369,168000000000,
590,462520,조선내화,KOSPI,비금속광물,0.72,14010,194875540,13994,166090903680,
591,475460,미트박스,KOSDAQ,코스닥 소형주,0.71,5650,125103950,22131,31902866250,
592,418470,KT밀리의서재,KOSDAQ,IT S/W & SVC,0.71,9910,154873840,15546,84886968990,
593,005740,크라운해태홀딩스,KOSPI,금융업,0.71,5670,104715780,18478,84184457490,
594,302440,SK바이오사이언스,KOSPI,의약품,0.71,35450,1896394500,53773,2781284803850,
595,011040,경동제약,KOSDAQ,제약,0.71,4990,225454845,45149,153536142340,
596,094860,네오리진,KOSDAQ,IT S/W & SVC,0.70,1429,81311671,57249,75894210006,
597,462510,라메디텍,KOSDAQ,의료·정밀기기,0.70,2875,24917475,8796,25308524375,
598,033290,로젠,KOSDAQ,유통,0.69,1594,73763662,46300,89513143794,
599,371950,풍원정밀,KOSDAQ,IT H/W,0.69,5800,94353485,16613,131442778400,
600,198080,캐프,KOSDAQ,IT H/W,0.69,2180,48326010,22548,46946703300,
601,038290,마크로젠,KOSDAQ,기타서비스,0.69,11730,356055250,31095,127169622000,
602,110020,전진바이오팜,KOSDAQ,제조,0.69,1762,27701352,16014,15961538644,
603,221840,하이즈항공,KOSDAQ,운송장비·부품,0.68,1913,7824595,4170,35774173193,
604,041520,이엘씨,KOSDAQ,IT H/W,0.68,8850,291460230,33781,107870260500,
605,000225,유유제약1우,KOSPI,의약품,0.68,3700,7672125,2071,8387641000,
606,03481K,해성산업1우,KOSDAQ,금융,0.68,5950,2291480,391,8195845350,
607,400760,NH올원리츠,KOSPI,서비스업,0.67,2985,129871280,43753,163963885875,
608,009270,신원,KOSPI,"섬유,의복",0.67,1049,639761705,607640,120394142257,
609,338100,NH프라임리츠,KOSPI,서비스업,0.65,3860,323791928,84544,72027600000,
610,131090,시큐브,KOSDAQ,IT S/W & SVC,0.65,3880,15689680,4090,29713897480,
611,017960,한국카본,KOSPI,기계,0.64,23450,5839970775,249860,1211813596700,
612,293490,카카오게임즈,KOSDAQ,IT S/W & SVC,0.64,7850,1682070110,215019,841875330250,
613,316140,우리금융지주,KOSPI,금융업,0.64,31500,62432870150,1990937,22934824983000,
614,383220,F&F,KOSPI,"섬유,의복",0.64,79000,3142022300,39871,3026258925000,
615,001630,종근당홀딩스,KOSPI,의약품,0.64,39550,177115975,4527,198140002550,
616,036640,HRS,KOSDAQ,제조,0.63,4780,132621161,27718,78175944000,
617,004100,태양금속,KOSPI,운수장비,0.63,2395,844234728,351398,87896500000,
618,460870,에스엠씨지,KOSDAQ,비금속,0.63,2395,86980860,37058,48075563080,
619,004360,세방,KOSPI,운수창고,0.63,12790,169139540,13290,244488562370,
620,000325,노루홀딩스우,KOSPI,금융업,0.63,24000,557550,23,5845416000,
621,039340,한국경제TV,KOSDAQ,기타서비스,0.63,4800,19226650,4043,105600000000,
622,104540,코렌텍,KOSDAQ,의료·정밀기기,0.63,4000,51758400,13171,53629640000,
623,043370,피에이치에이,KOSDAQ,운송장비·부품,0.63,11230,93127540,8437,235830000000,
624,000145,하이트진로홀딩스우,KOSPI,금융업,0.63,9650,38540,4,4543316500,
625,040910,아이씨디,KOSDAQ,IT H/W,0.63,4025,119783680,30030,73151456875,
626,023810,인팩,KOSPI,운수장비,0.62,4860,91821810,19225,48600000000,
627,041920,메디아나,KOSDAQ,의료·정밀기기,0.62,9750,467133090,50385,181332674250,
628,267270,HD건설기계,KOSPI,기계,0.62,130300,28123455400,216411,6244223179100,
629,128540,에코캡,KOSDAQ,운송장비·부품,0.62,1307,31635312,24474,34884431220,
630,004140,동방,KOSPI,운수창고,0.60,1830,234056742,128154,87788331780,
631,351320,넥사다이내믹스,KOSDAQ,IT H/W,0.60,999,8145183,8231,29668943358,
632,138930,BNK금융지주,KOSPI,금융업,0.60,18330,14976169340,820552,5688294514890,
633,006040,동원산업,KOSPI,금융업,0.60,33350,1060750800,31834,1472096313650,
634,039020,이건홀딩스,KOSDAQ,제조,0.60,2510,80283785,32326,56687619590,
635,200130,콜마비앤에이치,KOSDAQ,제약,0.60,8380,153300760,18254,246502376040,
