code,시가,고가,저가,종가,거래량,거래대금,등락률,시가총액,BPS,PER,PBR,EPS,DIV,DPS,상장주식수,date,mkt,종목명
059090,11400,12660,11400,11910,251580,3030579590,-3.72,397993825980,3658.0,12.71,3.26,937.0,0.0,0.0,33416778,20260730,KOSDAQ,미코
064290,21550,23750,21450,22200,363180,8062094375,-5.53,285882231600,3765.0,0.0,5.9,0.0,0.0,0.0,12877578,20260730,KOSDAQ,인텍플러스
067310,25500,27200,24700,24750,1298705,33328293825,-7.13,1645649007750,6007.0,38.85,4.12,637.0,0.28,70.0,66490869,20260730,KOSDAQ,하나마이크론
077360,6600,7500,6600,6900,1036547,7343273835,-5.48,313515313800,4544.0,0.0,1.52,0.0,0.0,0.0,45437002,20260730,KOSDAQ,덕산하이메탈
078350,14110,15790,14110,14610,255923,3774925380,-2.6,222720421020,11658.0,14.25,1.25,1025.0,0.0,0.0,15244382,20260730,KOSDAQ,한양디지텍
079370,6580,7410,6580,6970,381146,2689363425,-1.27,216188420300,10867.0,0.0,0.64,0.0,0.72,50.0,31016990,20260730,KOSDAQ,제우스
080220,52700,56200,49450,50100,2185974,114594685575,-9.07,1725585933300,6742.0,42.71,7.43,1173.0,0.0,0.0,34442833,20260730,KOSDAQ,제주반도체
080580,8210,9600,8210,8610,204443,1784856485,-1.82,181593122550,2506.0,20.31,3.44,424.0,0.0,0.0,21090955,20260730,KOSDAQ,오킨스전자
081180,4015,4700,4015,4450,68961,306072345,-0.45,39273630750,4016.0,0.0,1.11,0.0,0.0,0.0,8825535,20260730,KOSDAQ,쎄크
084370,92600,96900,86100,88600,247258,22528773400,-8.47,2030361321200,20320.0,46.48,4.36,1906.0,0.26,230.0,22916042,20260730,KOSDAQ,유진테크
085910,12500,15200,12390,13040,317687,4287381785,-1.73,179884426720,4154.0,39.52,3.14,330.0,1.53,200.0,13794818,20260730,KOSDAQ,네오티스
086390,6030,7040,6030,6610,323851,2162684555,0.46,139696572860,4773.0,0.0,1.38,0.0,0.0,0.0,21134126,20260730,KOSDAQ,유니테스트
089030,31700,35800,31625,31900,931410,30974240425,-7.27,1182011275500,6018.0,121.29,5.3,263.0,0.41,130.0,37053645,20260730,KOSDAQ,테크윙
089890,16200,17660,15830,16170,338021,5593515355,-5.16,268178835540,4635.0,19.55,3.49,827.0,0.0,0.0,16584962,20260730,KOSDAQ,코세스
089970,54700,58200,49800,50600,813009,42730117900,-11.38,1332134309000,6824.0,44.58,7.42,1135.0,0.0,0.0,26326765,20260730,KOSDAQ,브이엠
095340,103800,118800,103800,106500,289885,32336772650,-3.97,2257486677000,26223.0,38.83,4.06,2743.0,0.8,850.0,21197058,20260730,KOSDAQ,ISC
095610,110900,117000,97900,100000,612109,64539424150,-12.51,1936000000000,22090.0,30.83,4.53,3244.0,0.85,850.0,19360000,20260730,KOSDAQ,테스
098120,16550,18100,16550,17120,50455,871464270,-2.28,142314553920,9781.0,8.43,1.75,2031.0,0.58,100.0,8312766,20260730,KOSDAQ,마이크로컨텍솔
098460,21850,23900,21850,22550,1641956,37523747600,-0.88,1538005003150,5079.0,100.67,4.44,224.0,0.62,140.0,68204213,20260730,KOSDAQ,고영
119850,28650,33700,28650,29750,1156131,35649463400,4.02,489355042750,13535.0,11.6,2.2,2565.0,0.5,150.0,16448909,20260730,KOSDAQ,지엔씨에너지
122640,16860,18540,16470,17200,393920,6798986760,-2.82,371598690000,6379.0,0.0,2.7,0.0,0.0,0.0,21604575,20260730,KOSDAQ,예스티
126340,44100,48450,44000,44100,77045,3543396250,-6.67,316656257400,11841.0,0.0,3.72,0.0,0.0,0.0,7180414,20260730,KOSDAQ,비나텍
129920,3525,4195,3525,4020,103066,395968470,10.74,65319757920,4260.0,0.0,0.94,0.0,0.0,0.0,16248696,20260730,KOSDAQ,대성하이텍
131290,158800,165900,143600,143600,141411,21310673200,-8.83,1588421204400,35375.0,40.73,4.06,3526.0,0.31,450.0,11061429,20260730,KOSDAQ,티에스이
131970,53400,56000,50600,51800,358260,18919059350,-7.33,1001150928400,22719.0,664.1,2.28,78.0,0.31,160.0,19327238,20260730,KOSDAQ,두산테스나
144960,7550,8100,7200,7800,998234,7735256850,-1.02,340802467200,7057.0,36.97,1.11,211.0,0.64,50.0,43692624,20260730,KOSDAQ,뉴파워프라즈마
159010,11900,12240,10720,11120,257648,2953993135,1.65,148282297680,3589.0,0.0,3.1,0.0,0.0,0.0,13334739,20260730,KOSDAQ,아스플로
160980,22000,24750,21800,23400,164594,3849013425,5.41,255627286200,17779.0,16.42,1.32,1425.0,1.71,400.0,10924243,20260730,KOSDAQ,싸이맥스
166090,43250,47550,43000,43150,144848,6479227275,-5.06,853406633100,24038.0,21.75,1.8,1984.0,0.7,300.0,19777674,20260730,KOSDAQ,하나머티리얼즈
168360,8920,9990,8920,9220,214531,1984531370,-6.3,206459375540,1216.0,0.0,7.58,0.0,0.54,50.0,22392557,20260730,KOSDAQ,펨트론
170920,27800,29850,26050,26600,430576,11893391275,-10.14,281005751600,12514.0,53.09,2.13,501.0,0.38,100.0,10564126,20260730,KOSDAQ,엘티씨
172670,7370,8420,7370,7440,57878,445677060,-0.93,66664326960,10470.0,0.0,0.71,0.0,0.0,0.0,8960259,20260730,KOSDAQ,에이엘티
187870,8990,10190,8990,9450,237183,2255865140,3.73,130127067000,12226.0,7.25,0.77,1304.0,6.88,650.0,13770060,20260730,KOSDAQ,디바이스
194480,15780,17110,13470,14250,368250,5417414390,-10.55,172840387500,15161.0,14.95,0.94,953.0,0.0,0.0,12129150,20260730,KOSDAQ,데브시스터즈
200470,4125,4310,3820,3880,839679,3388244874,-6.28,164364920840,1657.0,31.54,2.34,123.0,0.0,0.0,42362093,20260730,KOSDAQ,에이팩트
200710,21800,24100,21300,21750,151431,3412752225,-0.91,292798652250,10456.0,78.24,2.08,278.0,0.0,0.0,13462007,20260730,KOSDAQ,에이디테크놀로지
212710,5900,6400,5800,6090,106996,653199070,-0.16,59164216020,2184.0,0.0,2.79,0.0,0.0,0.0,9714978,20260730,KOSDAQ,아이에스티이
218410,35050,38050,35050,35300,240091,8713503400,-4.72,938113102600,13376.0,31.21,2.64,1131.0,1.13,400.0,26575442,20260730,KOSDAQ,RFHIC
222800,67000,69600,62100,63800,693200,45267387300,-7.0,2390198797800,15419.0,0.0,4.14,0.0,0.16,100.0,37463931,20260730,KOSDAQ,심텍
226340,1220,1296,1220,1290,34683,43667214,5.39,10823724360,4135.0,0.0,0.31,0.0,0.0,0.0,8390484,20260730,KOSDAQ,본느
226590,8220,9200,8020,8810,87937,757525250,-0.11,94414867040,4452.0,8.51,1.98,1035.0,0.0,0.0,10716784,20260730,KOSDAQ,엠디바이스
232140,7050,7600,7050,7140,711856,5185789290,-2.86,585803799000,4490.0,29.87,1.59,239.0,0.0,0.0,82045350,20260730,KOSDAQ,와이씨
240810,79600,86500,74900,76300,1335078,105562090850,-8.29,3745101646300,19936.0,44.18,3.83,1727.0,0.26,200.0,49083901,20260730,KOSDAQ,원익IPS
252990,9500,10110,8930,9070,999808,9371255325,-8.66,546176253230,2862.0,34.36,3.17,264.0,0.0,0.0,60217889,20260730,KOSDAQ,샘씨엔에스
272110,19800,21350,19550,20050,115712,2361981550,-2.67,160909169750,12376.0,6.13,1.62,3271.0,0.0,0.0,8025395,20260730,KOSDAQ,케이엔제이
290550,14860,15750,13760,14410,423106,6192566625,-6.43,288217724300,10140.0,12.43,1.42,1159.0,0.0,0.0,20001230,20260730,KOSDAQ,디케이티
301300,1527,1575,1462,1513,36124,54644895,-0.92,19903079256,3275.0,0.0,0.46,0.0,0.0,0.0,13154712,20260730,KOSDAQ,바이브컴퍼니
309930,803,868,803,849,99254,83282254,1.68,16348249761,1029.0,0.0,0.83,0.0,0.0,0.0,19255889,20260730,KOSDAQ,조이웍스앤코
319660,109400,115600,98000,101400,682214,71102629800,-11.75,2937224799600,18606.0,37.39,5.45,2712.0,0.67,680.0,28966714,20260730,KOSDAQ,피에스케이
322310,11430,12560,10910,11150,345226,3976581230,-8.0,104436943300,6873.0,0.0,1.62,0.0,0.0,0.0,9366542,20260730,KOSDAQ,오로스테크놀로지
323280,24300,26450,23800,24050,342451,8530192575,-7.14,734438419000,4199.0,0.0,5.73,0.0,0.0,0.0,30537980,20260730,KOSDAQ,태성
327260,16450,18830,16450,17220,152963,2704952895,-5.12,154896224700,3087.0,40.61,5.58,424.0,0.0,0.0,8995135,20260730,KOSDAQ,RF머트리얼즈
330860,18000,20150,18000,18650,218614,4179401560,-6.09,227232439250,13841.0,66.61,1.35,280.0,0.0,0.0,12184045,20260730,KOSDAQ,네패스아크
356860,19640,22150,19600,20550,205506,4290589300,-3.97,244660696500,6185.0,22.0,3.32,934.0,2.19,450.0,11905630,20260730,KOSDAQ,티엘비
376900,27400,32000,26700,26700,368377,10631479550,-9.49,423830166300,740.0,0.0,36.08,0.0,0.0,0.0,15873789,20260730,KOSDAQ,로킷헬스케어
388210,58300,64800,58100,59900,104725,6337847000,-3.39,578300836200,19207.0,0.0,3.12,0.0,0.0,0.0,9654438,20260730,KOSDAQ,씨엠티엑스
389020,14600,15950,14600,15310,29303,448840010,0.72,105716805420,5756.0,0.0,2.66,0.0,0.0,0.0,6905082,20260730,KOSDAQ,자람테크놀로지
389500,26600,28700,25000,25100,101749,2689422375,-5.64,167253147200,1974.0,0.0,12.72,0.0,0.0,0.0,6663472,20260730,KOSDAQ,에스비비테크
403870,28050,30850,28050,28550,1939703,56563725450,-3.71,2349665000000,3811.0,31.69,7.49,901.0,1.75,500.0,82300000,20260730,KOSDAQ,HPSP
412350,2935,3480,2850,3050,815743,2584672586,2.52,44539281150,1467.0,0.0,2.08,0.0,0.0,0.0,14603043,20260730,KOSDAQ,레이저쎌
416180,13830,15700,13830,14700,20681,307190855,1.38,132884736600,11704.0,237.1,1.26,62.0,1.36,200.0,9039778,20260730,KOSDAQ,신성에스티
417840,7190,7830,7020,7220,719908,5305753940,-4.75,165116930820,2503.0,44.29,2.88,163.0,0.0,0.0,22869381,20260730,KOSDAQ,저스템
420770,92700,92700,82700,84200,177638,15387264900,-8.48,1067298823600,16646.0,69.07,5.06,1219.0,0.95,800.0,12675758,20260730,KOSDAQ,기가비스
424980,5220,5850,5070,5180,14868,77580310,-4.95,30659850200,4366.0,0.0,1.19,0.0,0.0,0.0,5918890,20260730,KOSDAQ,마이크로투나노
425040,6300,7070,6300,6600,293671,1978050245,-3.23,144691126800,9438.0,8.7,0.7,759.0,2.27,150.0,21922898,20260730,KOSDAQ,티이엠씨
440110,49000,53100,47600,48800,622833,31001156400,-2.98,2444949637600,391.0,0.0,124.81,0.0,0.0,0.0,50101427,20260730,KOSDAQ,파두
446540,4910,5760,4910,5310,163662,884603585,0.19,154410079410,2519.0,0.0,2.11,0.0,0.0,0.0,29079111,20260730,KOSDAQ,메가터치
452430,19000,21650,19000,20000,41645,853074710,-5.44,165108420000,1566.0,0.0,12.77,0.0,0.0,0.0,8255421,20260730,KOSDAQ,사피엔반도체
482630,9050,10060,9050,9370,181967,1750205260,-4.29,205093183600,5448.0,13.56,1.72,691.0,0.0,0.0,21888280,20260730,KOSDAQ,삼양엔씨켐
490470,12850,13690,12630,12810,252585,3309288085,-2.51,435865886400,6513.0,0.0,1.97,0.0,0.0,0.0,34025440,20260730,KOSDAQ,세미파이브
491000,31200,33100,29900,30100,210154,6497030525,-6.38,760183657100,7328.0,0.0,4.11,0.0,0.0,0.0,25255271,20260730,KOSDAQ,리브스메드
900290,3015,3030,2680,2730,593038,1678153940,-10.05,223314000000,,,,,,,81800000,20260730,KOSDAQ,GRT
000150,1070000,1170000,1062000,1170000,134767,152972994000,30.0,18946786950000,87399.0,276.6,13.39,4230.0,0.34,4000.0,16193835,20260731,KOSPI,두산
000155,402000,439500,401500,439500,22572,9468692250,20.41,1756445049000,0.0,0.0,0.0,0.0,0.92,4050.0,3996462,20260731,KOSPI,두산우
000157,283000,330500,281000,325500,1727,539964250,27.65,290683869000,0.0,0.0,0.0,0.0,1.23,4000.0,893038,20260731,KOSPI,두산2우B
000500,122100,137300,119000,134200,436905,56694051050,24.72,3996154859400,16250.0,77.71,8.26,1727.0,0.07,100.0,29777607,20260731,KOSPI,가온전선
000660,1697000,1718000,1586000,1718000,10499619,17548832116000,29.95,1254985883070000,171751.0,27.69,10.0,62044.0,0.17,3000.0,730492365,20260731,KOSPI,SK하이닉스
001820,66800,73900,66000,71600,837885,59545443300,23.88,744282000000,26701.0,58.64,2.68,1221.0,0.7,500.0,10395000,20260731,KOSPI,삼화콘덴서
002070,3920,5070,3920,5070,307722,1479723122,29.83,12190024080,27410.0,0.0,0.18,0.0,0.0,0.0,2404344,20260731,KOSPI,비비안
003160,17920,20600,17900,20150,652430,12864010030,22.34,570245000000,6287.0,102.81,3.21,196.0,1.24,250.0,28300000,20260731,KOSPI,디아이
004710,6200,7100,6100,6990,1807224,12024469050,23.94,284533660830,9050.0,0.0,0.77,0.0,1.43,100.0,40705817,20260731,KOSPI,한솔테크닉스
005930,257000,267000,243000,262500,58478873,14924241538350,26.81,1534648134600000,63997.0,39.74,4.1,6605.0,0.64,1668.0,5846278608,20260731,KOSPI,삼성전자
005935,180500,192000,174100,191000,8667890,1605424327400,26.49,153252899773000,0.0,0.0,0.0,0.0,0.87,1669.0,802371203,20260731,KOSPI,삼성전자우
006340,11400,13270,11400,13000,15827629,200894561065,25.97,1019387408000,1527.0,115.04,8.51,113.0,0.0,0.0,78414416,20260731,KOSPI,대원전선
007660,68200,75500,66100,74500,1231888,88737517550,25.84,5468986815500,10292.0,32.7,7.24,2278.0,0.31,230.0,73409219,20260731,KOSPI,이수페타시스
007810,43500,48025,43150,46450,544933,25033132650,20.65,1113992699000,16070.0,26.91,2.89,1726.0,0.22,100.0,23982620,20260731,KOSPI,코리아써키트
007815,12000,13250,12000,13250,3080,39417630,23.49,39282142500,0.0,0.0,0.0,0.0,0.79,105.0,2964690,20260731,KOSPI,코리아써우
008060,12360,14000,12320,13810,210304,2795549215,20.19,432074823380,17702.0,134.08,0.78,103.0,8.36,1155.0,31287098,20260731,KOSPI,대덕
009150,1128000,1142000,1024000,1142000,613210,696251094000,29.92,85300200832000,126302.0,122.2,9.04,9345.0,0.21,2350.0,74693696,20260731,KOSPI,삼성전기
009155,374500,416000,368000,416000,79816,32260747250,30.0,1209305344000,0.0,0.0,0.0,0.0,0.58,2400.0,2906984,20260731,KOSPI,삼성전기우
010120,165700,186800,165400,184800,1724011,309302184850,22.95,27720000000000,13920.0,95.8,13.28,1929.0,0.32,600.0,150000000,20260731,KOSPI,LSELECTRIC
011070,473500,524000,466000,514000,537129,270944214500,21.23,12164892998000,243532.0,35.64,2.11,14421.0,0.37,1880.0,23667107,20260731,KOSPI,LG이노텍
011090,1937,1937,1937,1937,248012,480399244,30.0,22967113598,3455.0,0.0,0.56,0.0,0.0,0.0,11857054,20260731,KOSPI,에넥스
03473K,302500,350000,301000,348000,5418,1813762500,23.62,197014980000,0.0,0.0,0.0,0.0,2.31,8050.0,566135,20260731,KOSPI,SK우
042700,195600,217000,193200,214500,2222655,461764042800,27.98,20444466900000,7278.0,95.08,29.47,2256.0,0.37,800.0,95312200,20260731,KOSPI,한미반도체
071950,1516,1848,1429,1848,321972,555147887,29.96,23024592360,2919.0,0.0,0.63,0.0,0.0,0.0,12459195,20260731,KOSPI,코아스
093370,7830,9000,7600,9000,6497902,54763173770,29.87,965297970000,3118.0,180.0,2.89,50.0,0.0,0.0,107255330,20260731,KOSPI,후성
195870,42800,48950,42600,48200,309474,14433765425,26.34,819400000000,33198.0,34.4,1.45,1401.0,1.87,900.0,17000000,20260731,KOSPI,해성디에스
281820,65800,70700,64500,69800,333167,22830605500,26.68,1381946537800,26877.0,25.99,2.6,2686.0,0.64,450.0,19798661,20260731,KOSPI,케이씨텍
298040,2180000,2462000,2125000,2417000,103972,244490660000,27.61,22537432516000,252555.0,43.29,9.57,55832.0,0.31,7500.0,9324548,20260731,KOSPI,효성중공업
336260,20600,24550,20450,24550,1755895,41370522875,29.89,1607870973300,4491.0,0.0,5.47,0.0,0.0,0.0,65493726,20260731,KOSPI,두산퓨얼셀
353200,92000,96800,87500,96800,1443581,136224820950,29.93,4783558340000,17419.0,104.76,5.56,924.0,0.52,500.0,49416925,20260731,KOSPI,대덕전자
35320K,19300,21300,18430,21050,24204,496717375,25.82,44110674950,0.0,0.0,0.0,0.0,2.4,505.0,2095519,20260731,KOSPI,대덕전자1우
402340,995000,1038000,944000,1038000,1039044,1064048457000,29.91,136972804668000,209564.0,15.56,4.95,66713.0,0.0,0.0,131958386,20260731,KOSPI,SK스퀘어
45226K,3475,4435,3475,4435,54468,223657955,29.87,12881324450,0.0,0.0,0.0,0.0,0.0,0.0,2904470,20260731,KOSPI,한화갤러리아우
489790,39950,42500,38000,42000,561094,23070371200,20.0,2120512380000,17188.0,46.56,2.44,902.0,0.0,0.0,50488390,20260731,KOSPI,한화비전
019210,15100,17200,14560,16910,1435930,22867849925,21.31,628945940480,11486.0,22.98,1.47,736.0,1.12,190.0,37193728,20260731,KOSDAQ,와이지-원
031980,91400,99800,88800,97800,336089,32224564450,26.68,2108802231000,23484.0,23.0,4.16,4252.0,1.1,1080.0,21562395,20260731,KOSDAQ,피에스케이홀딩스
032580,3360,3660,3170,3540,1164396,3944791482,24.65,117287506560,1353.0,0.0,2.62,0.0,0.0,0.0,33132064,20260731,KOSDAQ,피델릭스
033160,12560,14490,12490,14490,1215051,16911554925,29.96,350577812340,17572.0,230.0,0.82,63.0,0.83,120.0,24194466,20260731,KOSDAQ,엠케이전자
033640,13700,15300,13320,15160,227928,3298441005,26.54,349577502320,5360.0,21.08,2.83,719.0,0.0,0.0,23059202,20260731,KOSDAQ,네패스
036010,4785,5460,4750,5380,208786,1071299245,20.9,71515984920,8782.0,7.51,0.61,716.0,0.56,30.0,13292934,20260731,KOSDAQ,아비코전자
036540,4300,4950,4275,4870,4262036,19954157570,25.35,800921675610,2884.0,0.0,1.69,0.0,0.0,0.0,164460303,20260731,KOSDAQ,SFA반도체
036930,116100,126800,113900,124500,2472009,302009426050,26.65,5786899564500,12922.0,159.41,9.63,781.0,0.04,53.0,46481121,20260731,KOSDAQ,주성엔지니어링
039030,267000,300500,263500,296000,187285,53810082750,23.33,3646586800000,55838.0,63.13,5.3,4689.0,0.41,1200.0,12319550,20260731,KOSDAQ,이오테크닉스
039440,20100,22150,19400,21950,177975,3728365875,22.08,340379681650,18772.0,21.0,1.17,1045.0,0.68,150.0,15507047,20260731,KOSDAQ,에스티아이
043090,247,298,243,275,1348048,365906250,20.61,1138341875,3780.0,0.0,0.07,0.0,0.0,0.0,4139425,20260731,KOSDAQ,더테크놀로지
043260,13350,15240,13340,14940,1638819,23876645065,26.08,1071822088620,3536.0,11.12,4.23,1343.0,0.0,0.0,71741773,20260731,KOSDAQ,성호전자
044490,25000,27450,24950,27450,254518,6693164825,29.79,549202608450,30459.0,101.29,0.9,271.0,0.0,0.0,20007381,20260731,KOSDAQ,태웅
045970,2295,2690,2290,2650,157483,385645877,22.4,69734421400,3100.0,0.0,0.85,0.0,0.0,0.0,26314876,20260731,KOSDAQ,코아시아
052710,12000,14280,12000,14040,395750,5347776955,25.02,205160145840,10486.0,26.39,1.34,532.0,0.0,0.0,14612546,20260731,KOSDAQ,아모텍
058610,80200,97900,77400,94600,2097222,186997602500,23.18,2097978256000,11633.0,229.61,8.13,412.0,0.26,250.0,22177360,20260731,KOSDAQ,에스피지
059090,12880,14950,12870,14650,384869,5399827080,23.01,489555797700,3658.0,15.64,4.0,937.0,0.0,0.0,33416778,20260731,KOSDAQ,미코
064290,25700,28250,25700,27600,428294,11686295675,24.32,357629152800,3765.0,0.0,7.33,0.0,0.0,0.0,12957578,20260731,KOSDAQ,인텍플러스
067310,28350,30500,27550,29700,2990292,87341831800,20.0,1974778809300,6007.0,46.62,4.94,637.0,0.24,70.0,66490869,20260731,KOSDAQ,하나마이크론
077360,7660,8880,7620,8760,1087357,9001134390,26.96,398028137520,4544.0,0.0,1.93,0.0,0.0,0.0,45437002,20260731,KOSDAQ,덕산하이메탈
078350,15840,18200,15840,18070,120197,2072210330,23.68,275465982740,11658.0,17.63,1.55,1025.0,0.0,0.0,15244382,20260731,KOSDAQ,한양디지텍
079370,7480,8500,7480,8450,431362,3451565375,21.23,262093565500,10867.0,0.0,0.78,0.0,0.59,50.0,31016990,20260731,KOSDAQ,제우스
080220,59900,65100,58000,65100,3489614,216197379450,29.94,2242228428300,6742.0,55.5,9.66,1173.0,0.0,0.0,34442833,20260731,KOSDAQ,제주반도체
080580,9820,10730,9510,10690,256708,2627593165,24.16,225462308950,2506.0,25.21,4.27,424.0,0.0,0.0,21090955,20260731,KOSDAQ,오킨스전자
081180,4505,5360,4505,5350,56799,287190451,20.22,47216612250,4016.0,0.0,1.33,0.0,0.0,0.0,8825535,20260731,KOSDAQ,쎄크
084370,101500,114800,99000,112300,335510,36431536600,26.75,2573471516600,20320.0,58.92,5.53,1906.0,0.2,230.0,22916042,20260731,KOSDAQ,유진테크
085910,14910,15970,14300,15850,181725,2805083225,21.55,218647865300,4154.0,48.03,3.82,330.0,1.26,200.0,13794818,20260731,KOSDAQ,네오티스
086390,7180,8340,7150,8310,405999,3164825630,25.72,175624587060,4773.0,0.0,1.74,0.0,0.0,0.0,21134126,20260731,KOSDAQ,유니테스트
089030,36150,41450,36000,41450,1272940,50230077425,29.94,1535873585250,6018.0,157.6,6.89,263.0,0.31,130.0,37053645,20260731,KOSDAQ,테크윙
089890,18470,20900,18470,19700,409648,7955949875,21.83,326723751400,4635.0,23.82,4.25,827.0,0.0,0.0,16584962,20260731,KOSDAQ,코세스
089970,60500,65700,60500,65500,1151210,74430065300,29.45,1724403107500,6824.0,57.71,9.6,1135.0,0.0,0.0,26326765,20260731,KOSDAQ,브이엠
095340,121800,130600,118800,129600,180201,22758817150,21.69,2747138716800,26223.0,47.25,4.94,2743.0,0.66,850.0,21197058,20260731,KOSDAQ,ISC
095610,125600,130000,122100,130000,393775,50457808150,30.0,2516800000000,22090.0,40.07,5.89,3244.0,0.65,850.0,19360000,20260731,KOSDAQ,테스
098120,18290,20900,18290,20600,82921,1639133560,20.33,171242979600,9781.0,10.14,2.11,2031.0,0.49,100.0,8312766,20260731,KOSDAQ,마이크로컨텍솔
098460,24800,28100,24200,27250,3057266,81305313250,20.84,1858564804250,5079.0,121.65,5.37,224.0,0.51,140.0,68204213,20260731,KOSDAQ,고영
119850,34150,38100,32750,36600,1055703,38121864950,23.03,602030069400,13535.0,14.27,2.7,2565.0,0.41,150.0,16448909,20260731,KOSDAQ,지엔씨에너지
122640,19400,21750,19300,21500,504674,10454318555,25.0,464498362500,6379.0,0.0,3.37,0.0,0.0,0.0,21604575,20260731,KOSDAQ,예스티
126340,50500,57300,49700,56500,164572,8910859500,28.12,405693391000,11841.0,0.0,4.77,0.0,0.0,0.0,7180414,20260731,KOSDAQ,비나텍
129920,4105,5140,4085,5010,331504,1559568366,24.63,81405966960,4260.0,0.0,1.18,0.0,0.0,0.0,16248696,20260731,KOSDAQ,대성하이텍
131290,182000,186600,177000,186600,85905,15832707150,29.94,2064062651400,35375.0,52.92,5.27,3526.0,0.24,450.0,11061429,20260731,KOSDAQ,티에스이
131970,57900,65800,57900,64100,518039,32241611350,23.75,1238875955800,22719.0,821.79,2.82,78.0,0.25,160.0,19327238,20260731,KOSDAQ,두산테스나
144960,9010,10120,8910,10010,1906665,18395889315,28.33,437363166240,7057.0,47.44,1.42,211.0,0.5,50.0,43692624,20260731,KOSDAQ,뉴파워프라즈마
159010,12900,14450,12700,13880,249049,3424337460,24.82,185086177320,3589.0,0.0,3.87,0.0,0.0,0.0,13334739,20260731,KOSDAQ,아스플로
160980,26200,30400,26100,30250,240991,6888219150,29.27,330458350750,17779.0,21.23,1.7,1425.0,1.32,400.0,10924243,20260731,KOSDAQ,싸이맥스
166090,49700,53700,48600,52600,186123,9620255650,21.9,1040305652400,24038.0,26.51,2.19,1984.0,0.57,300.0,19777674,20260731,KOSDAQ,하나머티리얼즈
168360,10010,11570,9960,11460,239659,2632125150,24.3,256618703220,1216.0,0.0,9.42,0.0,0.44,50.0,22392557,20260731,KOSDAQ,펨트론
170920,33000,34550,31300,34550,307322,10332985175,29.89,364990553300,12514.0,68.96,2.76,501.0,0.29,100.0,10564126,20260731,KOSDAQ,엘티씨
172670,8040,9500,8000,9290,65110,563620610,24.87,83240806110,10470.0,0.0,0.89,0.0,0.0,0.0,8960259,20260731,KOSDAQ,에이엘티
187870,10490,11690,10000,11500,215827,2376714915,21.69,158355690000,12226.0,8.82,0.94,1304.0,5.65,650.0,13770060,20260731,KOSDAQ,디바이스
194480,16470,18520,16410,18460,433051,7723930565,29.54,223904109000,15161.0,19.37,1.22,953.0,0.0,0.0,12129150,20260731,KOSDAQ,데브시스터즈
200470,4360,4875,4240,4800,1065044,4964894743,23.71,203338046400,1657.0,39.02,2.9,123.0,0.0,0.0,42362093,20260731,KOSDAQ,에이팩트
200710,23800,27900,23800,26750,301603,7865544975,22.99,360108687250,10456.0,96.22,2.56,278.0,0.0,0.0,13462007,20260731,KOSDAQ,에이디테크놀로지
212710,6750,7420,6470,7400,119071,834967610,21.51,71890837200,2184.0,0.0,3.39,0.0,0.0,0.0,9714978,20260731,KOSDAQ,아이에스티이
218410,37700,42800,37700,42700,337256,13855096275,20.96,1134771373400,13376.0,37.75,3.19,1131.0,0.94,400.0,26575442,20260731,KOSDAQ,RFHIC
222800,78100,82900,74700,82900,858373,69591598600,29.94,3105759879900,15419.0,0.0,5.38,0.0,0.12,100.0,37463931,20260731,KOSDAQ,심텍
226340,1677,1677,1677,1677,89855,150686835,30.0,14070841668,4135.0,0.0,0.41,0.0,0.0,0.0,8390484,20260731,KOSDAQ,본느
226590,9230,10760,9220,10640,74584,747028345,20.77,114026581760,4452.0,10.28,2.39,1035.0,0.0,0.0,10716784,20260731,KOSDAQ,엠디바이스
232140,7850,8640,7710,8640,1167472,9610935320,21.01,708871824000,4490.0,36.15,1.92,239.0,0.0,0.0,82045350,20260731,KOSDAQ,와이씨
240810,90200,98700,88100,97600,2140366,201035560400,27.92,4790588737600,19936.0,56.51,4.9,1727.0,0.2,200.0,49083901,20260731,KOSDAQ,원익IPS
252990,10240,11400,10240,10980,855667,9395026230,21.06,661192421220,2862.0,41.59,3.84,264.0,0.0,0.0,60217889,20260731,KOSDAQ,샘씨엔에스
272110,21950,25200,21800,24800,113597,2680358575,23.69,199029796000,12376.0,7.58,2.0,3271.0,0.0,0.0,8025395,20260731,KOSDAQ,케이엔제이
290550,15630,17500,15480,17300,325912,5356757970,20.06,346021279000,10140.0,14.93,1.71,1159.0,0.0,0.0,20001230,20260731,KOSDAQ,디케이티
301300,1502,1937,1501,1821,172440,306031152,20.36,23954730552,3275.0,0.0,0.56,0.0,0.0,0.0,13154712,20260731,KOSDAQ,바이브컴퍼니
309930,849,1103,839,1103,1313314,1393931285,29.92,21239245567,1029.0,0.0,1.07,0.0,0.0,0.0,19255889,20260731,KOSDAQ,조이웍스앤코
319660,126400,130900,120800,129600,800235,101404083600,27.81,3754086134400,18606.0,47.79,6.97,2712.0,0.52,680.0,28966714,20260731,KOSDAQ,피에스케이
322310,11830,13790,11740,13620,212544,2745019095,22.15,127572302040,6873.0,0.0,1.98,0.0,0.0,0.0,9366542,20260731,KOSDAQ,오로스테크놀로지
323280,26150,31250,26050,31250,527893,15342518325,29.94,954311875000,4199.0,0.0,7.44,0.0,0.0,0.0,30537980,20260731,KOSDAQ,태성
327260,19580,22350,18620,22350,403115,8677696625,29.79,201041267250,3087.0,52.71,7.24,424.0,0.0,0.0,8995135,20260731,KOSDAQ,RF머트리얼즈
