순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가,구분
103,232140,와이씨,KOSDAQ,21.01,8640,9534825190,1158630,708871824000,,실체급등
104,218410,RFHIC,KOSDAQ,20.96,42700,13855096275,337256,1134771373400,,실체급등
105,389500,에스비비테크,KOSDAQ,20.92,30350,2939227525,102887,202236375200,,저유동주의
106,036010,아비코전자,KOSDAQ,20.90,5380,1064813565,207581,71515984920,,저유동주의
107,416180,신성에스티,KOSDAQ,20.88,17770,480703450,28605,160636855060,,저유동주의
108,098460,고영,KOSDAQ,20.84,27250,80514750750,3028076,1858564804250,,실체급등
109,226590,엠디바이스,KOSDAQ,20.77,10640,747017715,74583,114026581760,,저유동주의
110,007810,코리아써키트,KOSPI,20.65,46450,25033132650,544933,1113992699000,,실체급등
111,389020,자람테크놀로지,KOSDAQ,20.64,18470,1030898650,58946,127536864540,,저유동주의
112,043090,더테크놀로지,KOSDAQ,20.61,275,305969855,1142465,1138341875,,동전주
113,388210,씨엠티엑스,KOSDAQ,20.53,72200,3950455800,56446,697050423600,,저유동주의
114,000155,두산우,KOSPI,20.41,439500,9414731250,22453,1756445049000,,실체급등
115,376900,로킷헬스케어,KOSDAQ,20.41,32150,11399590100,376940,510342316350,,실체급등
116,301300,바이브컴퍼니,KOSDAQ,20.36,1821,303921134,171280,23954730552,,저유동주의
117,098120,마이크로컨텍솔,KOSDAQ,20.33,20600,1578376660,79975,171242979600,,저유동주의
118,081180,쎄크,KOSDAQ,20.22,5350,287083451,56779,47216612250,,저유동주의
119,008060,대덕,KOSPI,20.19,13810,2795549215,210304,432074823380,,저유동주의
120,290550,디케이티,KOSDAQ,20.06,17300,5355860950,325860,346021279000,,실체급등
121,489790,한화비전,KOSPI,20.00,42000,23070371200,561094,2120512380000,,실체급등
122,067310,하나마이크론,KOSDAQ,20.00,29700,86413921400,2958413,1974778809300,,실체급등
123,073240,금호타이어,KOSPI,19.90,7290,147526293455,21147147,2094127492230,,실체급등
124,230240,에치에프알,KOSDAQ,19.90,14340,2214026665,163954,190851060000,,저유동주의
125,357580,아모센스,KOSDAQ,19.82,5350,516500222,101596,63075226700,,저유동주의
126,171090,선익시스템,KOSDAQ,19.80,59300,5325197650,95231,600568221800,,실체급등
127,064760,티씨케이,KOSDAQ,19.75,165500,14475280200,88495,1850193348000,,실체급등
128,036810,에프에스티,KOSDAQ,19.62,18410,2219247565,123543,398572615490,,저유동주의
129,074600,원익QnC,KOSDAQ,19.61,24700,9013038500,373391,649313600000,,실체급등
130,451220,아이엠티,KOSDAQ,19.59,8240,264338830,33696,64886794640,,저유동주의
131,253590,네오셈,KOSDAQ,19.57,8250,4298729155,536824,361920603000,,저유동주의
132,028260,삼성물산,KOSPI,19.56,351500,429539354185,1237834,57001904721500,,실체급등
133,083310,엘오티베큠,KOSDAQ,19.55,7890,668606945,88394,140521160370,,저유동주의
134,254490,미래반도체,KOSDAQ,19.53,13710,3749617990,280246,197944980000,,저유동주의
135,006260,LS,KOSPI,19.46,267000,50553438500,193549,8330400000000,,실체급등
136,090360,로보스타,KOSDAQ,19.46,61400,12166582850,207473,598650000000,,실체급등
137,053610,프로텍,KOSDAQ,19.46,57700,3008383150,53209,519300000000,,저유동주의
138,092870,엑시콘,KOSDAQ,19.43,13090,5467945885,433103,170834932730,,실체급등
139,147760,피엠티,KOSDAQ,19.35,2775,519563563,186832,55500000000,,저유동주의
140,031330,에스에이엠티,KOSDAQ,19.34,9010,13248076795,1525836,900955553670,,실체급등
141,101490,에스앤에스텍,KOSDAQ,19.27,40850,15230909650,383112,871529807150,,실체급등
142,308430,셀비온,KOSDAQ,19.21,12600,838926255,73245,162606162600,,저유동주의
143,089790,제이티,KOSDAQ,19.21,3755,234178240,65482,38734751315,,저유동주의
144,083450,GST,KOSDAQ,19.19,42850,10720391400,259142,789725500000,,실체급등
145,010170,대한광통신,KOSDAQ,19.13,8530,80184336660,9617014,1326292679800,,실체급등
146,161580,필옵틱스,KOSDAQ,19.11,24000,5429723475,232660,562613928000,,실체급등
147,054090,삼진엘앤디,KOSDAQ,19.08,1030,147192269,154774,25708008960,,저유동주의
148,402490,그린리소스,KOSDAQ,19.05,6250,1717379655,285565,105845106250,,저유동주의
149,355150,코스텍시스,KOSDAQ,19.04,14820,1499628260,102466,115556727000,,저유동주의
150,445090,에이직랜드,KOSDAQ,19.02,17520,1329963825,79281,191417528160,,저유동주의
151,105840,우진,KOSPI,18.94,13190,2548479640,203548,266407267300,,저유동주의
152,347700,스피어,KOSDAQ,18.92,15400,14672997675,994064,793890974800,,실체급등
153,102710,이엔에프테크놀로지,KOSDAQ,18.91,41500,4018079225,100808,592945194000,,저유동주의
154,017900,광전자,KOSPI,18.90,5190,6436811130,1277553,300728129970,,실체급등
155,034730,SK,KOSPI,18.89,557000,229416379000,414213,40384005571000,,실체급등
156,036200,유니셈,KOSDAQ,18.89,7490,1608302645,222054,229675030270,,저유동주의
157,103140,풍산,KOSPI,18.86,71200,19144766050,284573,1995328593600,,실체급등
158,222420,쎄노텍,KOSDAQ,18.81,897,542355200,610857,43431415131,,동전주
159,104830,원익머트리얼즈,KOSDAQ,18.75,31350,3806971100,125340,395260800000,,저유동주의
160,100790,미래에셋벤처투자,KOSDAQ,18.71,12500,6020055140,505825,664007225000,,실체급등
161,432720,퀄리타스반도체,KOSDAQ,18.67,7310,1368582550,194041,103711151320,,저유동주의
162,441270,파인엠텍,KOSDAQ,18.66,7060,2306602365,346563,296830971820,,저유동주의
163,241520,DSC인베스트먼트,KOSDAQ,18.57,7470,2140577155,302409,198702000000,,저유동주의
164,062040,산일전기,KOSPI,18.54,143200,40877035700,292392,4384189720000,,실체급등
165,229640,LS에코에너지,KOSPI,18.50,40350,5680773500,143109,1235713867650,,실체급등
166,003720,삼영,KOSPI,18.49,6280,2491229495,419453,213520000000,,저유동주의
167,025560,미래산업,KOSPI,18.43,6620,9156080735,1388566,168506406800,,실체급등
168,110990,디아이티,KOSDAQ,18.43,15100,2577973400,176724,285390000000,,저유동주의
169,311320,지오엘리먼트,KOSDAQ,18.43,6490,571321035,92636,81868494400,,저유동주의
170,456010,아이씨티케이,KOSDAQ,18.39,13130,3000471515,241279,190415855500,,저유동주의
171,474650,링크솔루션,KOSDAQ,18.38,19900,520169345,27535,114465436800,,저유동주의
172,078890,가온그룹,KOSDAQ,18.36,3900,698201862,192769,71857277700,,저유동주의
173,306620,지아이에스,KOSDAQ,18.36,1560,675959873,455213,74789807040,,저유동주의
174,094360,칩스앤미디어,KOSDAQ,18.34,9810,1088424655,116542,209495237940,,저유동주의
175,125490,한라캐스트,KOSDAQ,18.34,7290,4324588465,625834,266102146080,,저유동주의
176,356680,엑스게이트,KOSDAQ,18.31,9820,8083597135,845532,280297091440,,실체급등
177,178320,서진시스템,KOSDAQ,18.28,33000,32673718100,1014672,2100474321000,,실체급등
178,126730,코칩,KOSDAQ,18.22,11680,2281041855,200431,102435071680,,저유동주의
179,204270,제이앤티씨,KOSDAQ,18.20,13250,3530452775,279704,766492174500,,저유동주의
180,036420,콘텐트리중앙,KOSPI,18.19,1676,174392236,113153,32283628208,,저유동주의
181,189300,인텔리안테크,KOSDAQ,18.17,58200,7334163250,129583,624922325400,,실체급등
182,005290,동진쎄미켐,KOSDAQ,18.10,39150,27414817050,714598,1995480432900,,실체급등
183,371950,풍원정밀,KOSDAQ,18.10,4730,121334085,27824,107193852040,,저유동주의
184,484120,도우인시스,KOSDAQ,18.07,14700,198717450,13993,161074103400,,저유동주의
185,138080,오이솔루션,KOSDAQ,18.05,15700,3600996185,235964,194330800600,,저유동주의
186,032830,삼성생명,KOSPI,17.99,311500,171940925250,561661,62300000000000,,실체급등
187,475830,오름테라퓨틱,KOSDAQ,17.99,44600,5300351175,122891,968693714000,,실체급등
188,396470,워트,KOSDAQ,17.98,5250,564085992,113803,84630000000,,저유동주의
189,264660,씨앤지하이테크,KOSDAQ,17.89,12060,598787030,51601,117237334320,,저유동주의
190,112290,와이씨켐,KOSDAQ,17.88,9100,1210251560,137349,184011919000,,저유동주의
191,331740,아우토크립트,KOSDAQ,17.86,6070,183718550,31117,59188515370,,저유동주의
192,032940,원익,KOSDAQ,17.86,5280,760215425,151164,96060254400,,저유동주의
193,114810,한솔아이원스,KOSDAQ,17.79,8540,2473452825,304568,240342705960,,저유동주의
194,425420,티에프이,KOSDAQ,17.71,29250,7506678575,263110,361155044250,,실체급등
195,071280,로체시스템즈,KOSDAQ,17.69,6120,474481900,80553,93615210360,,저유동주의
196,024840,KBI메탈,KOSDAQ,17.54,3720,10583690117,2879411,160554783360,,실체급등
197,456160,지투지바이오,KOSDAQ,17.43,26950,3090751500,118772,448163030700,,저유동주의
198,052900,KX하이텍,KOSDAQ,17.39,1006,1396638043,1447089,77128098540,,저유동주의
199,267260,HD현대일렉트릭,KOSPI,17.32,684000,170505108000,252144,24656240340000,,실체급등
200,219550,디와이디,KOSDAQ,17.30,1451,329313271,235427,56114894456,,저유동주의
201,321370,센서뷰,KOSDAQ,17.29,1160,1147111940,1049639,59931290960,,저유동주의
202,332570,PS일렉트로닉스,KOSDAQ,17.26,7270,27305745710,3833417,339593063010,,실체급등
203,040160,누리플렉스,KOSDAQ,17.24,4115,195916605,47787,49608526525,,저유동주의
204,476830,알지노믹스,KOSDAQ,17.23,24150,7230073450,314331,677538779400,,실체급등
205,388050,지투파워,KOSDAQ,17.23,6600,1518282640,241916,123482284200,,저유동주의
206,009470,삼화전기,KOSPI,17.19,21750,2156392430,103798,143850585000,,저유동주의
207,036710,심텍홀딩스,KOSDAQ,17.02,3060,1447329771,480226,161652927240,,저유동주의
208,011930,신성이엔지,KOSPI,17.01,14100,4168065120,307274,286317166200,,저유동주의
209,004800,효성,KOSPI,17.00,144500,7863731250,56217,2418988811500,,실체급등
210,348370,엔켐,KOSDAQ,16.90,17430,4094441385,243573,381908607990,,저유동주의
211,234030,싸이닉솔루션,KOSDAQ,16.87,2840,398452936,144128,67038200000,,저유동주의
212,469610,이노테크,KOSDAQ,16.83,11730,1365280810,123391,104900217000,,저유동주의
213,086670,비엠티,KOSDAQ,16.79,15790,1206934535,79442,156729724150,,저유동주의
214,146320,비씨엔씨,KOSDAQ,16.78,8560,291446020,35116,109550220880,,저유동주의
215,089010,켐트로닉스,KOSDAQ,16.77,19500,1790415015,95234,327015526500,,저유동주의
216,468530,프로티나,KOSDAQ,16.77,18520,920822535,51964,204372052160,,저유동주의
217,000990,DB하이텍,KOSPI,16.71,83100,68774672000,849510,3615231262800,,실체급등
218,065350,신성델타테크,KOSDAQ,16.70,29000,7603035225,271710,797034492000,,실체급등
219,032820,우리기술,KOSDAQ,16.67,9030,36961370455,4159242,1549594829580,,실체급등
220,036170,에이치엠넥스,KOSDAQ,16.63,2525,1200059028,490240,154948205650,,저유동주의
221,006345,대원전선우,KOSPI,16.61,9970,3873331080,376835,26133364000,,저유동주의
222,043710,코스리거글로벌,KOSDAQ,16.61,3300,35111580,11565,57131256600,,저유동주의
223,027360,아주IB투자,KOSDAQ,16.60,2985,3570989345,1249006,361619036910,,저유동주의
224,448900,한국피아이엠,KOSDAQ,16.59,51300,6160873200,122430,311619644100,,실체급등
225,486990,노타,KOSDAQ,16.58,18560,5792940585,319499,397043500800,,실체급등
226,444530,심플랫폼,KOSDAQ,16.53,4195,313772745,73093,26981342270,,저유동주의
227,006910,보성파워텍,KOSDAQ,16.51,5750,6135929695,1102530,282496488000,,실체급등
228,180400,DXVX,KOSDAQ,16.49,2310,438905297,193564,227371987920,,저유동주의
229,083650,비에이치아이,KOSDAQ,16.47,40300,9526852425,242284,1247058312500,,실체급등
230,121850,코이즈,KOSDAQ,16.47,1280,57222155,49504,6472958720,,저유동주의
231,452280,한선엔지니어링,KOSDAQ,16.46,10400,2614043690,264239,200175768000,,저유동주의
232,0082N0,카나프테라퓨틱스,KOSDAQ,16.34,10750,514836585,50063,142599610000,,저유동주의
233,33626K,두산퓨얼셀1우,KOSPI,16.33,4560,439501992,99514,60940752000,,저유동주의
234,056080,유진로봇,KOSDAQ,16.33,10900,3113409485,294866,416766797400,,저유동주의
235,142210,유니트론텍,KOSDAQ,16.23,5300,1322886755,259865,109982435900,,저유동주의
236,060310,3S,KOSDAQ,16.12,987,216582351,229377,52369272480,,동전주
237,058470,리노공업,KOSDAQ,16.12,64100,63605713350,1016063,4885179585000,,실체급등
238,277810,레인보우로보틱스,KOSDAQ,16.09,433000,112520934000,266975,8400138514000,,실체급등
239,108490,로보티즈,KOSDAQ,16.04,183800,51470257750,286608,2694696946400,,실체급등
240,101160,월덱스,KOSDAQ,16.01,29350,4089139825,142045,484597644550,,저유동주의
241,228670,레이,KOSDAQ,15.97,5010,1139135770,238537,78356505210,,저유동주의
242,382800,지앤비에스에코,KOSDAQ,15.93,4220,1691587932,417510,134326993020,,저유동주의
243,474610,RF시스템즈,KOSDAQ,15.92,5790,754083580,136974,83464123800,,저유동주의
244,005070,코스모신소재,KOSPI,15.89,32450,3580496900,114959,1077812828950,,저유동주의
245,032500,케이엠더블유,KOSDAQ,15.86,14320,2721293560,195215,604185158320,,저유동주의
246,006805,미래에셋증권우,KOSPI,15.82,12300,402031110,34319,173131725000,,저유동주의
247,092070,디엔에프,KOSDAQ,15.81,12380,982058905,80932,143259602040,,저유동주의
248,200230,텔콘RF제약,KOSDAQ,15.80,2170,372350385,179254,20576523730,,저유동주의
249,000720,현대건설,KOSPI,15.79,94600,127540232100,1391976,10534255369000,,실체급등
250,33626L,두산퓨얼셀2우B,KOSPI,15.78,7190,79821420,11336,21471497000,,저유동주의
251,140410,메지온,KOSDAQ,15.69,59000,7699888650,136283,1805753646000,,실체급등
252,462350,이노스페이스,KOSDAQ,15.67,5720,1594984610,295876,193401654160,,저유동주의
253,005690,파미셀,KOSPI,15.64,10130,7943798615,804981,607840661820,,실체급등
254,0015N0,아로마티카,KOSDAQ,15.63,5550,1051133735,200968,69801917100,,저유동주의
255,126700,하이비젼시스템,KOSDAQ,15.60,9780,1362900450,147181,146133855360,,저유동주의
256,307950,현대오토에버,KOSPI,15.53,364500,46464157000,131204,9996041439000,,실체급등
257,223250,드림씨아이에스,KOSDAQ,15.51,2830,234437000,86366,69619256520,,저유동주의
258,413390,엠오티,KOSDAQ,15.51,6180,197529660,33261,71565512400,,저유동주의
259,437730,삼현,KOSDAQ,15.49,37650,26690137550,729821,1193789897550,,실체급등
260,294140,레몬,KOSDAQ,15.47,1784,63015507,38062,44448035312,,저유동주의
261,368770,파이버프로,KOSDAQ,15.47,11120,1667586915,153528,365338982000,,저유동주의
262,102120,어보브반도체,KOSDAQ,15.36,6610,1567284995,243852,117530777330,,저유동주의
263,037350,성도이엔지,KOSDAQ,15.34,7220,1356665180,191824,109816200000,,저유동주의
264,452450,피아이이,KOSDAQ,15.32,2710,246151724,94861,97637235000,,저유동주의
265,461030,아이엠비디엑스,KOSDAQ,15.24,3100,173787436,55457,44437002700,,저유동주의
266,000760,이화산업,KOSPI,15.22,13700,6287720,498,38360000000,,저유동주의
267,289080,SV인베스트먼트,KOSDAQ,15.21,1757,644902511,379049,105662875381,,저유동주의
268,107640,한중엔시에스,KOSDAQ,15.21,28400,1408993125,51583,257444466400,,저유동주의
269,094170,동운아나텍,KOSDAQ,15.20,26900,7286515100,278299,562477278400,,실체급등
270,000250,삼천당제약,KOSDAQ,15.17,149600,45298514050,312855,3509237811200,,실체급등
271,160190,하이젠알앤엠,KOSDAQ,15.14,13990,1453789635,106279,432123120000,,저유동주의
272,115500,케이씨에스,KOSDAQ,15.12,7690,643155570,87549,92280000000,,저유동주의
273,101360,에코앤드림,KOSDAQ,15.09,6330,284489200,47254,112586101620,,저유동주의
274,090460,비에이치,KOSPI,15.04,15070,7440777120,515423,508032877660,,실체급등
275,046890,서울반도체,KOSDAQ,15.00,8510,4060868790,490769,496178954000,,저유동주의
276,136150,원일티엔아이,KOSDAQ,15.00,6440,102392020,16583,53973833200,,저유동주의
