전략,유니버스,팩터,N,ROE게이트,방어,트레일,IN_CAGR,IN_Sharpe,IN_MDD,OOS_CAGR,OOS_Sharpe,OOS_MDD,IN_순위,OOS_순위,순위변동
전체|배당|N20|ROE>0,전체,배당,20,True,False,False,38.10983897316398,1.6189930679092752,-20.1023939289807,14.56610150228852,0.8157537419492685,-27.608056597650354,1.0,77.0,-76.0
전체|배당|N30|ROE>0|트레일,전체,배당,30,True,False,True,35.00790302396306,1.614248447599287,-20.52865646468296,16.41364265817962,0.9288919788509412,-26.89878484760949,2.0,29.0,-27.0
전체|배당|N30|ROE>0,전체,배당,30,True,False,False,35.34167423059211,1.6140153376135307,-18.77082289889974,15.899527840493842,0.9111709220453127,-27.079953916013576,3.0,34.0,-31.0
전체|배당|N20|ROE>0|트레일,전체,배당,20,True,False,True,36.59704214108841,1.5886298603772664,-19.922181536187445,14.405428175297729,0.8298565876035985,-26.815282231639014,4.0,72.0,-68.0
전체|배당|N20|ROE>0|방어,전체,배당,20,True,True,False,28.81181900111669,1.5325129087387164,-18.447426478295405,10.895470846315792,0.801872184689705,-23.472441139121425,5.0,87.0,-82.0
전체|배당|N30|ROE>0|방어|트레일,전체,배당,30,True,True,True,26.325803912953226,1.5167464739496885,-16.99900344717209,12.797813993784679,0.9467455308050751,-22.530020675590524,6.0,26.0,-20.0
전체|배당|N30|ROE>0|방어,전체,배당,30,True,True,False,26.3138242784825,1.4941654464923475,-20.170499198031788,12.15868183856903,0.916200596900956,-22.655123237566023,7.0,32.0,-25.0
전체|배당|N20|ROE>0|방어|트레일,전체,배당,20,True,True,True,27.578448248742827,1.4908122545882359,-19.410320887343747,10.900126048065584,0.8099510111076752,-24.32358674160877,8.0,86.0,-78.0
전체|배당|N10|ROE>0,전체,배당,10,True,False,False,36.80192525061739,1.4632588414347105,-27.678762057012452,13.723433625784743,0.7038643811596665,-31.578762426865314,9.0,119.0,-110.0
전체|배당|N10|ROE>0|트레일,전체,배당,10,True,False,True,36.3306594365054,1.4387235309543085,-26.45218567255626,13.62690303683365,0.7253784807646938,-30.086185628993345,10.0,114.0,-104.0
전체|배당|N20|방어|트레일,전체,배당,20,False,True,True,27.48899715441624,1.4134297003279361,-36.00960023414931,11.441302225676097,0.8428610484086659,-22.732847418689516,11.0,62.0,-51.0
전체|배당|N20|트레일,전체,배당,20,False,False,True,35.27120303046723,1.4133307136971358,-47.37474315834115,14.87309819749687,0.8393882405336726,-26.643067620318696,12.0,65.0,-53.0
전체|배당|N10|ROE>0|방어,전체,배당,10,True,True,False,28.38571341349534,1.4092206007048755,-19.72751386260062,9.278204365868103,0.644017999986269,-26.381359265742077,13.0,150.0,-137.0
전체|배당|N10|ROE>0|방어|트레일,전체,배당,10,True,True,True,27.710968520300593,1.397925789139344,-18.806669813048593,9.146787424147696,0.6518109184033474,-26.48761488472402,14.0,147.0,-133.0
전체|배당|N20|방어,전체,배당,20,False,True,False,27.196237367005693,1.3893723386250227,-38.76082324730915,11.493664252837066,0.8402715014285804,-22.600563817867283,15.0,63.0,-48.0
소중형|배당|N10|ROE>0,소중형,배당,10,True,False,False,37.01308668320724,1.3662727103579992,-20.996958644463028,10.743186399690563,0.5788812734041915,-32.0907291723171,16.0,185.0,-169.0
전체|저변동성|N30|ROE>0|트레일,전체,저변동성,30,True,False,True,22.408382730612143,1.3542709922365248,-18.035287722362035,7.18729299306482,0.3964021105191188,-34.6691635520944,17.0,278.0,-261.0
전체|배당|N20,전체,배당,20,False,False,False,34.15762695174087,1.3528992282373253,-52.68115387190835,14.959965186501512,0.8310883001673187,-27.473850494830387,18.0,71.0,-53.0
소중형|배당|N30|ROE>0,소중형,배당,30,True,False,False,30.45757947291927,1.3519876171894796,-24.519307717324313,14.609741090483608,0.8374644928520754,-25.897386466799123,19.0,67.0,-48.0
전체|배당|N5|ROE>0|트레일,전체,배당,5,True,False,True,41.05339811934885,1.3414192189978742,-28.02677699541579,8.37376300217445,0.45116434638442177,-34.04089542642489,20.0,257.0,-237.0
전체|배당|N30,전체,배당,30,False,False,False,30.967210712176808,1.3290895752926402,-49.415376462378134,15.123140065414997,0.8585084518704117,-27.272150943805062,21.0,53.0,-32.0
소중형|배당|N30|ROE>0|트레일,소중형,배당,30,True,False,True,29.951005659935447,1.3285222002691344,-24.952635837218086,14.994197693288292,0.8640087684276735,-25.214277922013608,22.0,48.0,-26.0
전체|배당|N30|방어|트레일,전체,배당,30,False,True,True,23.750927906850784,1.3276319599434634,-36.951585994200755,12.144564652723266,0.9086989087364021,-22.194125848585156,23.0,35.0,-12.0
전체|배당|N30|트레일,전체,배당,30,False,False,True,30.48708622711431,1.3255498975005127,-48.44075749232354,15.475307273051486,0.8871048652947384,-26.271334627692745,24.0,43.0,-19.0
소중형|배당|N10|ROE>0|트레일,소중형,배당,10,True,False,True,34.63778747054131,1.3228716725001166,-26.316106135992534,10.66271582904812,0.597421108413436,-27.572519301129706,25.0,167.0,-142.0
전체|저변동성|N30|ROE>0,전체,저변동성,30,True,False,False,21.82195453470883,1.3226697990012148,-19.181067071309265,7.512817888000178,0.410707275553507,-34.662238726821094,26.0,272.0,-246.0
전체|배당|N30|방어,전체,배당,30,False,True,False,23.9995003679385,1.321511262704044,-37.7808582528661,11.725975417098965,0.8728897900702757,-22.492468971815637,27.0,47.0,-20.0
전체|배당|N10|방어,전체,배당,10,False,True,False,27.369351382821215,1.312538053322554,-37.27437498021564,9.474798792190997,0.6545763871995751,-27.630608021719183,28.0,144.0,-116.0
소중형|배당|N20|ROE>0,소중형,배당,20,True,False,False,31.23908420271333,1.310445316102976,-20.031122354169607,13.74319348561064,0.7730746783326644,-26.38035151929875,29.0,95.0,-66.0
소중형|배당|N10|ROE>0|방어,소중형,배당,10,True,True,False,26.747620280886085,1.3015523541288319,-22.131915642699983,7.275055554888299,0.5281428629558853,-26.79748155239503,30.0,218.0,-188.0
소중형|배당|N20|ROE>0|트레일,소중형,배당,20,True,False,True,30.742985642795716,1.2991007821572698,-23.238399099663386,13.861463373959705,0.7809241747380309,-25.114286219727134,31.0,91.0,-60.0
소중형|배당|N30|ROE>0|방어,소중형,배당,30,True,True,False,23.448455378842393,1.2922344686615932,-23.87728613265483,11.219845502471259,0.8512253603205313,-19.793600864780704,32.0,57.0,-25.0
전체|배당|N10,전체,배당,10,False,False,False,33.94911010896466,1.285429993056284,-47.93889231964796,12.899644277934396,0.6659033419863346,-35.46567705178175,33.0,137.0,-104.0
전체|배당|N5|ROE>0,전체,배당,5,True,False,False,38.11229341468621,1.283457236814735,-24.822153984225213,8.373082028424195,0.4499506428716369,-35.51966570619619,34.0,258.0,-224.0
소중형|배당|N30|ROE>0|방어|트레일,소중형,배당,30,True,True,True,23.171956114208857,1.270007203857622,-24.702006208546734,11.769259120923014,0.8880103324143422,-19.60637426036751,35.0,42.0,-7.0
소중형|배당|N10|ROE>0|방어|트레일,소중형,배당,10,True,True,True,25.18288628480039,1.2666225350947364,-18.806731147378684,7.038944943624137,0.5319010993401635,-25.904656180302098,36.0,213.0,-177.0
전체|배당|N5|ROE>0|방어|트레일,전체,배당,5,True,True,True,30.58830766065075,1.2582973782606077,-24.509089639669824,4.168865171232494,0.32258102285880985,-33.34618951597616,37.0,317.0,-280.0
소중형|배당|N5|ROE>0|트레일,소중형,배당,5,True,False,True,35.83630657039363,1.2542940252984893,-33.22232936256319,7.975333571553178,0.43460795567169425,-31.889769152852043,38.0,265.0,-227.0
소중형|배당|N5|ROE>0,소중형,배당,5,True,False,False,37.19026881824059,1.2533419497977503,-31.169168583104756,6.51499863143028,0.37320696817258464,-38.462224237461626,39.0,293.0,-254.0
전체|저변동성|N30|ROE>0|방어|트레일,전체,저변동성,30,True,True,True,18.14851918839313,1.2453833928446496,-14.081701244977275,5.270916186371477,0.43897446318572847,-26.747143529192353,40.0,262.0,-222.0
전체|B/P|N30|ROE>0,전체,B/P,30,True,False,False,34.551228999709636,1.2404033385289472,-30.21527582756981,14.554789448929807,0.6676912905854475,-43.268616108651536,41.0,134.0,-93.0
전체|복합z|N30|ROE>0,전체,복합z,30,True,False,False,30.774293935945927,1.239103398227861,-31.368272958335673,8.732267880791822,0.4570567432398523,-41.354695749867744,42.0,255.0,-213.0
소중형|저변동성|N30|ROE>0|트레일,소중형,저변동성,30,True,False,True,19.735611343465685,1.2389546356770436,-17.28368155207457,8.682038588679596,0.4595991490008063,-29.50147917066548,43.0,252.0,-209.0
전체|복합z|N30|ROE>0|트레일,전체,복합z,30,True,False,True,30.246244863848617,1.2373415636125549,-28.276997512466473,6.046143711764529,0.3752614625182158,-42.80346244748798,44.0,291.0,-247.0
전체|배당|N10|방어|트레일,전체,배당,10,False,True,True,24.91233082034796,1.2343650026541706,-38.59451405016735,9.595464162004163,0.6843286406106207,-24.13728188519787,45.0,128.0,-83.0
전체|B/P|N30|ROE>0|트레일,전체,B/P,30,True,False,True,33.33433456141499,1.2319119690189468,-30.868798064435232,11.130596788332792,0.5966885605325553,-43.379174816936015,46.0,168.0,-122.0
소중형|배당|N20|ROE>0|방어,소중형,배당,20,True,True,False,23.297189897564397,1.2304322027759609,-20.871488359186053,10.827039096299295,0.7768669942492279,-21.900601915873906,47.0,93.0,-46.0
소중형|저변동성|N30|ROE>0,소중형,저변동성,30,True,False,False,19.658860499222698,1.2279809814881735,-19.48728684307064,8.82784033832067,0.4655373786520801,-30.60144508763044,48.0,248.0,-200.0
전체|저변동성|N30|ROE>0|방어,전체,저변동성,30,True,True,False,17.703864487545353,1.215681559438246,-16.922035784674005,5.4579710264202275,0.4529100525842717,-26.26598816313994,49.0,256.0,-207.0
소중형|배당|N20|ROE>0|방어|트레일,소중형,배당,20,True,True,True,22.866605195217304,1.2155509978283614,-22.596031282764983,10.916510567489635,0.7803059950083847,-21.40287457429899,50.0,92.0,-42.0
전체|저변동성|N5|ROE>0|트레일,전체,저변동성,5,True,False,True,20.23124335825026,1.2139749971260256,-19.73781097487478,4.937962182184186,0.2389288899357586,-81.57336377676272,51.0,388.0,-337.0
소중형|저변동성|N20|ROE>0,소중형,저변동성,20,True,False,False,17.905258491678367,1.2045018840396897,-19.355476966858266,6.927500926868846,0.3206045333576078,-40.98206765305016,52.0,321.0,-269.0
소중형|배당|N5|ROE>0|방어|트레일,소중형,배당,5,True,True,True,26.54049008733219,1.2034311112482594,-23.044227694547047,3.553652401290752,0.29038097396499885,-31.095955220691796,53.0,344.0,-291.0
전체|배당|N5|ROE>0|방어,전체,배당,5,True,True,False,28.507956106868292,1.2028095519647175,-23.472244746734418,3.999302160010809,0.31176983153628335,-33.17405128444395,54.0,325.0,-271.0
소중형|B/P|N30|ROE>0,소중형,B/P,30,True,False,False,31.93762841553347,1.2024812252449872,-28.2537788418866,12.531373308965609,0.6371069602037189,-40.37025574551944,55.0,153.0,-98.0
소중형|저변동성|N20|ROE>0|트레일,소중형,저변동성,20,True,False,True,17.744110984191686,1.1994032074410328,-17.582381784477096,6.889239592985907,0.3194166348512153,-40.800593243014916,56.0,322.0,-266.0
소중형|배당|N5|ROE>0|방어,소중형,배당,5,True,True,False,27.776965307914715,1.1906935916796575,-23.176382772728687,2.8747918443544185,0.24945280705337983,-34.90798834383416,57.0,377.0,-320.0
소중형|B/P|N30|ROE>0|트레일,소중형,B/P,30,True,False,True,31.03169458359232,1.1894516176134378,-27.163560582817013,12.171974233903548,0.6303117801322752,-38.40996097587374,58.0,157.0,-99.0
전체|저변동성|N5|ROE>0,전체,저변동성,5,True,False,False,19.79680560584176,1.1857253130484822,-18.583566675871854,4.949270403764805,0.23901872159003174,-81.59400985397495,59.0,387.0,-328.0
전체|저변동성|N20|ROE>0,전체,저변동성,20,True,False,False,17.21899176839883,1.1838809817814142,-24.544721696141593,5.897994845466736,0.2893064985959458,-45.02230263058029,60.0,345.0,-285.0
전체|배당|N10|트레일,전체,배당,10,False,False,True,30.31330981114324,1.1826969065612118,-52.19327221743308,12.841589855237956,0.6976514201249774,-29.856529634444527,61.0,122.0,-61.0
전체|저변동성|N20|ROE>0|트레일,전체,저변동성,20,True,False,True,17.20924086690454,1.1755026571355922,-25.333707171849472,5.990747522334128,0.29208098948283684,-45.025369763668664,62.0,342.0,-280.0
전체|복합z|N30|ROE>0|방어|트레일,전체,복합z,30,True,True,True,23.523622563713076,1.1666349986545264,-27.169653523367543,5.684676489766538,0.40991270163686655,-33.16939922561267,63.0,273.0,-210.0
소중형|복합z|N30|ROE>0|트레일,소중형,복합z,30,True,False,True,30.132780527396896,1.166000719941536,-32.00893270187667,6.405270416953623,0.38583790440529814,-41.22506564683833,64.0,285.0,-221.0
전체|복합z|N30|ROE>0|방어,전체,복합z,30,True,True,False,24.02596882226977,1.1655194589110656,-29.18884313026083,7.262814604900347,0.48073287786151886,-32.3881268222721,65.0,244.0,-179.0
전체|저변동성|N10|ROE>0|트레일,전체,저변동성,10,True,False,True,17.42275571242631,1.164876518783318,-20.284672178856667,5.674376509482837,0.24009611750528295,-59.8363103740962,66.0,384.0,-318.0
대형|저변동성|N30|ROE>0|트레일,대형,저변동성,30,True,False,True,18.03140849534346,1.1614325559928074,-15.668442363215007,7.12319443639351,0.5319498365309907,-38.028976513092715,67.0,212.0,-145.0
소중형|배당|N30|방어,소중형,배당,30,False,True,False,21.540392403373243,1.1611354545090646,-36.167582858858594,11.124524365734878,0.8500865677842012,-18.8496945333817,68.0,58.0,10.0
소중형|복합z|N30|ROE>0,소중형,복합z,30,True,False,False,30.315438839956045,1.1598106805483241,-33.41227589875483,7.058501961687669,0.4082682152159319,-40.61264379174162,69.0,274.0,-205.0
전체|저변동성|N5|ROE>0|방어|트레일,전체,저변동성,5,True,True,True,17.04553691647952,1.159391285069658,-19.19338537339039,1.9278051542666041,0.18685648321059645,-72.01683224794068,70.0,416.0,-346.0
소중형|배당|N10,소중형,배당,10,False,False,False,33.004577126497026,1.1553065537062324,-50.439541130602585,12.337985412922748,0.6532646236576124,-30.1041107192624,71.0,146.0,-75.0
소중형|배당|N10|방어,소중형,배당,10,False,True,False,24.596002995407474,1.1502350807086184,-38.15694496051377,8.51223287584013,0.6053789431546525,-23.994546478968147,72.0,165.0,-93.0
대형|저변동성|N30|ROE>0,대형,저변동성,30,True,False,False,17.89008915408459,1.1441748257151907,-15.033826568818965,7.8195341810162855,0.5784682893147809,-37.97273459778046,73.0,186.0,-113.0
소중형|배당|N30,소중형,배당,30,False,False,False,26.941129183640378,1.1424178349074183,-49.24228592210188,14.516957720568291,0.836988851632226,-23.63639701936394,74.0,68.0,6.0
전체|저변동성|N5|ROE>0|방어,전체,저변동성,5,True,True,False,16.666399723253832,1.1384522382892153,-18.031311732148293,1.9442821735751847,0.18711788273091073,-72.03249194170964,75.0,415.0,-340.0
소중형|배당|N20,소중형,배당,20,False,False,False,28.569126478770414,1.1376132084086734,-47.939733927535485,13.295967526534369,0.7584655604688363,-25.49014144145477,76.0,105.0,-29.0
전체|B/P|N20|ROE>0,전체,B/P,20,True,False,False,32.29189318925796,1.137343254783673,-39.647083541731185,13.430427760736174,0.5826597481007632,-44.788755060628446,77.0,180.0,-103.0
전체|B/P|N30|ROE>0|방어,전체,B/P,30,True,True,False,25.990103679612343,1.1358701802203137,-26.032999889570718,12.230106495971782,0.7446811326530777,-31.771231481788686,78.0,108.0,-30.0
소중형|저변동성|N30|ROE>0|방어|트레일,소중형,저변동성,30,True,True,True,16.0013199902453,1.1326787077267033,-16.733867589810526,6.362182007927775,0.5158525600227012,-22.04709147368199,79.0,227.0,-148.0
전체|B/P|N30|ROE>0|방어|트레일,전체,B/P,30,True,True,True,25.300800128517388,1.1276071114074002,-26.176288478409006,10.507033826077294,0.6898455834087932,-31.663500315005212,80.0,125.0,-45.0
소중형|배당|N20|트레일,소중형,배당,20,False,False,True,27.848957418852116,1.1272223398216683,-48.2609118920473,14.60306941845051,0.8136424606175773,-24.11773358838747,81.0,81.0,0.0
소중형|배당|N20|방어,소중형,배당,20,False,True,False,22.14578133772389,1.1271549831421939,-35.709101872617246,10.03043690516996,0.7470861651617496,-21.712897013898804,82.0,107.0,-25.0
대형|저변동성|N20|ROE>0,대형,저변동성,20,True,False,False,19.36369077458433,1.125999688504737,-15.692728150842184,7.549503518273415,0.5584258484681361,-37.31100406373387,83.0,194.0,-111.0
대형|배당|N30|ROE>0|트레일,대형,배당,30,True,False,True,21.79854839489559,1.1257885704387192,-23.562564119375228,17.0316850478911,1.0008013261302589,-33.64588863892175,84.0,14.0,70.0
전체|E/P|N30|ROE>0|트레일,전체,E/P,30,True,False,True,32.13423876312398,1.1218421877600169,-34.72820569815095,4.976603057683593,0.3224229869681099,-41.79798789719899,85.0,318.0,-233.0
소중형|배당|N30|방어|트레일,소중형,배당,30,False,True,True,20.597075614801795,1.1193542036426083,-37.87861112477834,11.671003559088655,0.8815552165590432,-17.851066170891272,86.0,45.0,41.0
소중형|저변동성|N30|ROE>0|방어,소중형,저변동성,30,True,True,False,15.822493410002036,1.117607973006054,-18.01953034686572,6.405752289763278,0.5189371567911827,-22.629942857886544,87.0,225.0,-138.0
소중형|저변동성|N20|ROE>0|방어|트레일,소중형,저변동성,20,True,True,True,14.812197792741898,1.1176024496053447,-15.7435968175771,4.758055394736194,0.3432893070864049,-31.607623809551512,88.0,311.0,-223.0
소중형|B/P|N20|ROE>0,소중형,B/P,20,True,False,False,31.504664554881746,1.1156894296214803,-30.332223966763948,11.41855382437722,0.5823181969897211,-41.41877992727976,89.0,182.0,-93.0
전체|저변동성|N10|ROE>0,전체,저변동성,10,True,False,False,16.512782156710458,1.115468444498475,-20.04492699791217,5.641202189029859,0.23958005743170266,-59.83631037409618,90.0,385.0,-295.0
소중형|배당|N5,소중형,배당,5,False,False,False,34.57198451145247,1.1141493715436865,-47.0138499152569,8.76884581937658,0.4655032926166908,-35.257546740124845,91.0,249.0,-158.0
대형|저변동성|N20|ROE>0|트레일,대형,저변동성,20,True,False,True,19.084142035051286,1.1135601445225118,-17.185989328982664,6.617954260795189,0.49724455778413723,-38.441133137604425,92.0,236.0,-144.0
대형|배당|N30|ROE>0,대형,배당,30,True,False,False,22.09806785657886,1.1120626527769462,-21.96892369705511,17.31012400279177,1.016859814201891,-33.54326183184173,93.0,13.0,80.0
전체|저변동성|N10|ROE>0|방어|트레일,전체,저변동성,10,True,True,True,14.632662154890742,1.1118335911948616,-15.51771391199398,3.838987859949161,0.22545013706680297,-47.50754141497481,94.0,392.0,-298.0
소중형|배당|N10|트레일,소중형,배당,10,False,False,True,30.908218569485136,1.1118156931138832,-46.937204915858246,11.95184442301862,0.645351486155875,-27.381528356094663,95.0,149.0,-54.0
소중형|복합z|N20|ROE>0,소중형,복합z,20,True,False,False,31.473788045837736,1.1102966748211038,-35.5815302680188,4.395324901977782,0.29736753452720177,-43.41075324910302,96.0,336.0,-240.0
전체|B/P|N20|ROE>0|트레일,전체,B/P,20,True,False,True,30.31128170469031,1.1097754644295235,-36.33530996205116,9.001686497915372,0.4931342009146326,-46.51381340031686,97.0,240.0,-143.0
전체|저변동성|N20|ROE>0|방어,전체,저변동성,20,True,True,False,14.127906818666002,1.109455561541752,-22.071320853955857,3.9139989589014323,0.29396980626893754,-36.61677639772455,98.0,341.0,-243.0
소중형|배당|N20|방어|트레일,소중형,배당,20,False,True,True,21.59314528304117,1.1088153708980055,-37.05700190654294,11.3076411300026,0.7996055389971233,-21.391564782083204,99.0,88.0,11.0
전체|저변동성|N20|ROE>0|방어|트레일,전체,저변동성,20,True,True,True,14.085476708822565,1.1064029100140862,-22.719677735539634,3.919791002537365,0.2944322422904656,-36.513370272696974,100.0,340.0,-240.0
소중형|저변동성|N20|ROE>0|방어,소중형,저변동성,20,True,True,False,14.726225990567565,1.1063103562157488,-17.33407439632296,4.826476198747809,0.34683066023815606,-31.663718046129684,101.0,309.0,-208.0
소중형|배당|N5|방어,소중형,배당,5,False,True,False,27.220293832962273,1.1058748492227928,-35.6644234647319,4.777496728812292,0.35792792400252427,-32.719757966452256,102.0,302.0,-200.0
소중형|배당|N30|트레일,소중형,배당,30,False,False,True,25.41014074142989,1.1041551806050298,-49.8012359751192,14.850959238049954,0.8550484440413444,-22.330973846175016,103.0,54.0,49.0
전체|복합z|N20|ROE>0|트레일,전체,복합z,20,True,False,True,28.311886097066406,1.1032914759095689,-31.876903466732042,1.692119317293339,0.1859197385791928,-45.800319643801004,104.0,417.0,-313.0
소중형|배당|N10|방어|트레일,소중형,배당,10,False,True,True,22.93291852322037,1.1000867534448677,-37.41657066717726,7.924711837132126,0.5840794409557857,-23.323920598832927,105.0,178.0,-73.0
대형|저변동성|N10|ROE>0|방어,대형,저변동성,10,True,True,False,13.76394413266182,1.0990576381413537,-15.171138531821493,3.784411006569366,0.3605695828366786,-32.512516768392786,106.0,301.0,-195.0
대형|배당|N10|ROE>0,대형,배당,10,True,False,False,22.968888455286862,1.0946027668513962,-22.764882392783647,20.115594690385173,1.0685930864253057,-36.712958956315944,107.0,7.0,100.0
소중형|B/P|N30|ROE>0|방어,소중형,B/P,30,True,True,False,24.025789468829405,1.0925536991150702,-26.23634773409527,10.887574717771976,0.6932837898586852,-29.51680141494506,108.0,124.0,-16.0
전체|복합z|N20|ROE>0,전체,복합z,20,True,False,False,29.118965678348772,1.0920502364289184,-31.48574304725247,7.231677275348325,0.3799384327220234,-45.020491526248854,109.0,288.0,-179.0
대형|배당|N10|ROE>0|트레일,대형,배당,10,True,False,True,22.58308824091584,1.090309120722006,-20.02220055230187,20.435903175248015,1.104724213332686,-36.356051773408126,110.0,4.0,106.0
소중형|저변동성|N10|ROE>0|트레일,소중형,저변동성,10,True,False,True,16.87425043478399,1.0811639157140391,-32.06023896978215,6.577237829735028,0.2535280294070696,-56.792956429588926,111.0,371.0,-260.0
소중형|저변동성|N10|ROE>0,소중형,저변동성,10,True,False,False,16.84023242741135,1.076537565383209,-31.896243717632633,6.526505362625956,0.2527234183313491,-57.00671901336195,112.0,373.0,-261.0
대형|저변동성|N10|ROE>0|방어|트레일,대형,저변동성,10,True,True,True,13.456358774336818,1.075960164752364,-15.539899134424672,3.1253127319505136,0.306450893024083,-35.20376546221423,113.0,327.0,-214.0
소중형|B/P|N30|ROE>0|방어|트레일,소중형,B/P,30,True,True,True,23.24901634980847,1.0754273043676676,-26.32042748245412,10.868006809118235,0.6953237197087824,-28.348699888985696,114.0,123.0,-9.0
소중형|복합z|N30|ROE>0|방어,소중형,복합z,30,True,True,False,23.18750374116878,1.073902265864553,-30.74083298349385,6.241118150089187,0.43162293777318045,-30.719609553204798,115.0,266.0,-151.0
대형|저변동성|N10|ROE>0,대형,저변동성,10,True,False,False,15.480251802116074,1.0724757018068964,-19.949921179180187,4.4152628514314785,0.3695902554048529,-38.025143164624986,116.0,298.0,-182.0
전체|배당|N5|트레일,전체,배당,5,False,False,True,31.837010272568268,1.0717947555791048,-51.16699868461247,10.172326728309077,0.5091957615537359,-37.60318967265186,117.0,229.0,-112.0
대형|저변동성|N30|ROE>0|방어|트레일,대형,저변동성,30,True,True,True,14.879409120209086,1.0699736957537613,-12.848020908347523,6.679161015558122,0.5893683655094618,-31.15407037672383,118.0,175.0,-57.0
소중형|복합z|N20|ROE>0|트레일,소중형,복합z,20,True,False,True,29.73286545377065,1.0691259061529088,-32.67829426929727,2.8406951603570096,0.23551784265523076,-47.39657432985083,119.0,390.0,-271.0
대형|배당|N20|ROE>0,대형,배당,20,True,False,False,20.95438440144084,1.0675466984507966,-22.512266608177267,17.872052498061585,0.9965321339380127,-33.36917842306926,120.0,15.0,105.0
소중형|복합z|N30|ROE>0|방어|트레일,소중형,복합z,30,True,True,True,22.626031392948455,1.065102940016198,-29.405661760876413,5.414195015861467,0.3914600592146163,-31.098200157971647,121.0,281.0,-160.0
대형|저변동성|N20|ROE>0|방어,대형,저변동성,20,True,True,False,16.738524405537937,1.0650153668594307,-11.690551025929308,6.556637388195918,0.5702823572018226,-31.416273687469122,122.0,191.0,-69.0
전체|E/P|N30|ROE>0,전체,E/P,30,True,False,False,29.74167481598229,1.0635538770455872,-34.474454696288014,6.968307948768504,0.3868609786584527,-38.05658272232327,123.0,284.0,-161.0
대형|저변동성|N30|ROE>0|방어,대형,저변동성,30,True,True,False,14.813914130230543,1.0618798197737147,-12.767285926548865,7.210092362309428,0.6346961029790502,-30.829152926191185,124.0,154.0,-30.0
소중형|배당|N5|방어|트레일,소중형,배당,5,False,True,True,25.11157022842554,1.0609781174926902,-37.8123168632429,5.43486294643345,0.3937158603205345,-30.68586412923763,125.0,279.0,-154.0
전체|저변동성|N10|ROE>0|방어,전체,저변동성,10,True,True,False,13.939535760263876,1.060893853113497,-17.41644187165451,3.822877113633827,0.22495632504726717,-47.50754141497483,126.0,393.0,-267.0
전체|배당|N5|방어|트레일,전체,배당,5,False,True,True,25.368746704178502,1.0597194493228133,-37.88368095662328,6.421616317719092,0.4398472944150687,-33.64961870197271,127.0,261.0,-134.0
대형|저변동성|N20|ROE>0|방어|트레일,대형,저변동성,20,True,True,True,16.574935385959865,1.058758895572197,-14.178662546045617,6.017487562063906,0.5263649174646117,-32.24464656638876,128.0,219.0,-91.0
대형|배당|N30|ROE>0|방어|트레일,대형,배당,30,True,True,True,16.791019096490302,1.0584020260626978,-21.93298150369174,14.373162255940365,1.0264618599833915,-31.417362846849418,129.0,12.0,117.0
대형|저변동성|N5|방어,대형,저변동성,5,False,True,False,14.182485131746624,1.0558092648493138,-20.679519145694115,-0.23366062178356017,0.03231057614661209,-32.29402638573695,130.0,493.0,-363.0
전체|B/P|N20|ROE>0|방어,전체,B/P,20,True,True,False,24.429978428324816,1.0526267212728735,-33.67754534083346,11.114920521119998,0.6540687073097945,-32.90967134020075,131.0,145.0,-14.0
소중형|B/P|N20|ROE>0|트레일,소중형,B/P,20,True,False,True,29.009025452118387,1.0523476850993827,-28.71795534393048,10.604434774651207,0.5515494346330766,-40.109232694817976,132.0,199.0,-67.0
전체|배당|N5,전체,배당,5,False,False,False,31.40439677433058,1.0491814345476487,-55.55965634607685,12.32523516054922,0.585922604567929,-33.072123743619194,133.0,177.0,-44.0
대형|저변동성|N10|ROE>0|트레일,대형,저변동성,10,True,False,True,15.089977244512953,1.0479699217748688,-20.82732187581209,3.411327094209704,0.2991125287887159,-41.654022862835426,134.0,335.0,-201.0
전체|E/P|N30|ROE>0|방어|트레일,전체,E/P,30,True,True,True,24.73172007635924,1.0473482718565825,-31.081650762767055,4.105908885606779,0.3179874111248353,-34.24831369196825,135.0,323.0,-188.0
대형|배당|N20|ROE>0|트레일,대형,배당,20,True,False,True,20.370988241447364,1.0464899353866646,-23.443508202291174,16.98858273646888,0.9674038281040276,-34.9902078546744,136.0,22.0,114.0
전체|배당|N5|방어,전체,배당,5,False,True,False,24.979361868854475,1.0450781610215691,-41.16145878765122,7.5571280759446635,0.4968114178132705,-31.70814016774367,137.0,237.0,-100.0
소중형|배당|N5|트레일,소중형,배당,5,False,False,True,31.712502343549275,1.0396416142829366,-52.00029426938,10.512286893979873,0.5215542341682576,-30.76188336255151,138.0,222.0,-84.0
전체|복합z|N20|ROE>0|방어|트레일,전체,복합z,20,True,True,True,21.972025748785452,1.0388015462215405,-28.855064692000397,2.0977745154425964,0.20562724483166,-38.24674444829491,139.0,401.0,-262.0
대형|배당|N30|ROE>0|방어,대형,배당,30,True,True,False,16.74096697429397,1.0381259044793436,-22.500145368953937,14.53409645201431,1.0490481283306163,-30.936618538445913,140.0,8.0,132.0
소중형|복합z|N20|ROE>0|방어,소중형,복합z,20,True,True,False,24.434906579025494,1.0363831820434648,-33.558756514320066,4.329192667080295,0.3215400454255979,-34.11110767981539,141.0,319.0,-178.0
