code,market,months,first,last,cagr,y2_n,y2_win,y2_med,y2_worst,y3_n,y3_win,y3_med,y3_worst,y5_n,y5_win,y5_med,y5_worst,y7_n,y7_win,y7_med,y7_worst,name,sector,mcap
049470,KOSDAQ,299,2001-10-31,2026-08-31,-0.11927060918546983,275,0.41454545454545455,-0.26587301587301604,-0.884113447685499,263,0.42585551330798477,-0.11857052639399634,-0.9204232545979097,239,0.2803347280334728,-0.45655416433803164,-0.9609356245870277,215,0.13023255813953488,-0.6061106233538198,-0.9431265151623374,비트플래닛,소프트웨어 개발 및 공급업,37153850622
049480,KOSDAQ,308,2001-01-31,2026-08-31,-0.044881815764929,284,0.45422535211267606,-0.04247232539509155,-0.829139072847682,272,0.5,-0.0007579309267072842,-0.8820512820512819,248,0.5362903225806451,0.09583867047656569,-0.812114299730194,224,0.6160714285714286,0.5042424987702921,-0.851096277754601,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",59702527700
049520,KOSDAQ,301,2001-08-31,2026-08-31,0.03519913040974343,277,0.4657039711191336,-0.033103900360535676,-0.8718543046357612,265,0.4679245283018868,-0.03697768281101543,-0.8930939226519335,241,0.4605809128630705,-0.08705643201202151,-0.8491712707182317,217,0.5714285714285714,0.2691509027508321,-0.9338487972508587,유아이엘,전자부품 제조업,117510401250
049550,KOSDAQ,295,2002-02-28,2026-08-31,-0.03806093966963853,271,0.4059040590405904,-0.17548746518105884,-0.8100694444444448,259,0.5135135135135135,0.08064516129032429,-0.8402777777777781,235,0.4978723404255319,-0.01293103448276367,-0.9044927536231883,211,0.4549763033175355,-0.06980273141123405,-0.9112531969309464,잉크테크,기타 화학제품 제조업,65386933795
049630,KOSDAQ,284,2003-01-31,2026-08-31,-0.048897325105714096,260,0.4230769230769231,-0.1442738346442909,-0.8158567774936059,248,0.34274193548387094,-0.2939200791484208,-0.8878116343490303,224,0.32142857142857145,-0.42890300295584266,-0.8905973140205315,200,0.365,-0.5067528111367976,-0.9230586538461537,재영솔루텍,사진장비 및 광학기기 제조업,142994650680
049690,KOSDAQ,112,2002-01-31,2011-04-30,-0.30466016668575,88,0.45454545454545453,-0.1229562000238697,-0.9396184456928839,76,0.5657894736842105,0.12423118426220603,-0.9499320652173913,52,0.7692307692307693,1.0316370765240261,-0.9459677419354838,28,0.4642857142857143,-0.04618645941583416,-0.8723637623152708,,,17208341640
049720,KOSDAQ,296,2002-01-31,2026-08-31,0.0888041148505383,272,0.7205882352941176,0.3628678015973099,-0.8462500000000002,260,0.8115384615384615,0.7036090458488254,-0.6560759493670889,236,0.9364406779661016,1.155709066584336,-0.4664767932489461,212,0.9858490566037735,2.4500525142930254,-0.6075738396624484,고려신용정보,기타 사업지원 서비스업,133705000000
049830,KOSDAQ,308,2001-01-31,2026-08-31,-0.019238234304182034,284,0.47183098591549294,-0.01755585955312361,-0.8131736526946112,272,0.5808823529411765,0.1206140350877184,-0.8323353293413176,248,0.657258064516129,0.24856016650747204,-0.7514970059880244,224,0.6607142857142857,0.390343454454947,-0.7682119205298021,승일,기타 금속 가공제품 제조업,40104012480
049950,KOSDAQ,260,2005-01-31,2026-08-31,-0.011507748915668858,236,0.4745762711864407,-0.023498013902679582,-0.8111519974646554,224,0.44642857142857145,-0.10519636015325434,-0.8099173553719005,200,0.66,1.0871832476483632,-0.8308016877637129,176,0.8125,1.5547880446303766,-0.8342516348752056,미래컴퍼니,특수 목적용 기계 제조업,87826124640
049960,KOSDAQ,285,2002-12-31,2026-08-31,0.0936664188928169,261,0.49808429118773945,-0.005277044854880897,-0.7160621761658028,249,0.46184738955823296,-0.0687500000000012,-0.7490886998784931,225,0.47555555555555556,-0.08102189781021907,-0.7917933130699082,201,0.6019900497512438,0.4650000000000012,-0.822784810126582,쎌바이오텍,기초 의약물질 제조업,146264000000
050050,KOSDAQ,142,2000-12-31,2012-09-30,-0.2726529505045695,118,0.288135593220339,-0.5826021065393647,-0.9777096305000466,106,0.32075471698113206,-0.4642315470171885,-0.9860759890254983,82,0.3048780487804878,-0.7570492946118981,-0.9937832896096669,58,0.1206896551724138,-0.8205655289193459,-0.97863931051163,,,59433973170
050090,KOSDAQ,267,2004-06-30,2026-08-31,-0.11440977082531611,243,0.35802469135802467,-0.20363636363636362,-0.8772845953002609,231,0.2727272727272727,-0.31195840554592646,-0.9137614678899082,207,0.18840579710144928,-0.4099216710182768,-0.9261413452480567,183,0.1912568306010929,-0.416583928369036,-0.8674296659279246,비케이홀딩스,광고업,12190992730
050110,KOSDAQ,304,2001-05-31,2026-08-31,-0.09653706238030146,280,0.41785714285714287,-0.12601816180517483,-0.8544600938967135,268,0.4925373134328358,-0.012312814974802522,-0.8633615477629992,244,0.3975409836065574,-0.13451769718156248,-0.8243505988451886,220,0.5136363636363637,0.01057472743061072,-0.8299208758374131,캠시스,전자부품 제조업,29195598177
050120,KOSDAQ,293,2002-04-30,2026-08-31,-0.04869389192221829,269,0.4423791821561338,-0.07974137931034597,-0.8494505494505495,257,0.377431906614786,-0.19832985386221103,-0.9175824175824177,233,0.33047210300429186,-0.29629629629629695,-0.824495094339622,209,0.3014354066985646,-0.2690774742498865,-0.8702129702858428,ES큐브,생활용품 도매업,40488796710
050320,KOSDAQ,245,2002-01-31,2022-05-31,0.0019559361636789507,221,0.4298642533936652,0.0,-0.8697183098591551,209,0.5741626794258373,0.10077519379845068,-0.8750000000000001,185,0.6702702702702703,0.36706877825044026,-0.8522115449390726,161,0.782608695652174,2.431971828243782,-0.8646153846153846,,,47210805440
050470,KOSDAQ,121,2002-04-30,2012-04-30,-0.5254499053434046,97,0.29896907216494845,-0.6838709677419357,-0.9817930082868813,85,0.32941176470588235,-0.8557578995854445,-0.9775453393665159,61,0.0,-0.917442105263158,-0.9981625084574602,37,0.0,-0.9700174358974359,-0.9981139403990671,,,1150965774
