출발일,code,유형,국면,PER,PBR,EPS,DIV,ex,f40,peak6,PER군,PBR군,DIV군
2020-05-12,025980,A,실행,0.0,2.56,0.0,0.0,-5.77358490566037,-2.35849056603774,7.1,적자/무실적,중고PBR(1.5~3),무배당
2020-05-29,001520,A,실행,0.0,0.42,0.0,2.8,-5.89020979020977,-16.08391608391608,6.3,적자/무실적,저PBR(<0.8),배당2%+
2020-06-15,042660,A,실행,0.0,0.62,0.0,0.0,7.69230769230768,0.8547008547008499,24.4,적자/무실적,저PBR(<0.8),무배당
2020-06-15,082270,A,실행,0.0,9.2,0.0,0.0,7.66423357664234,15.328467153284661,40.4,적자/무실적,고PBR(3+),무배당
2020-06-15,074600,A,실행,141.92,1.73,99.0,0.0,7.949790794979079,22.59414225941423,63.2,고PER(30+),중고PBR(1.5~3),무배당
2020-06-15,222800,A,실행,0.0,1.7,0.0,1.41,8.5427135678392,103.51758793969847,127.1,적자/무실적,중고PBR(1.5~3),배당<2%
2020-06-15,030530,A,실행,9.83,0.44,444.0,0.0,8.11298076923077,13.822115384615369,64.9,중PER(8~15),저PBR(<0.8),무배당
2020-06-15,078160,A,실행,0.0,3.95,0.0,0.0,8.833922261484089,1.23674911660778,28.6,적자/무실적,고PBR(3+),무배당
2020-06-15,097520,A,실행,6.21,2.55,5151.0,1.56,7.401032702237529,26.506024096385538,39.9,저PER(<8),중고PBR(1.5~3),배당<2%
2020-06-15,115450,A,실행,0.0,10.05,0.0,0.0,7.6559546313799505,3.40264650283554,26.1,적자/무실적,고PBR(3+),무배당
2020-06-15,001230,A,실행,0.0,0.22,0.0,0.0,14.72602739726025,7.87671232876712,44.3,적자/무실적,저PBR(<0.8),무배당
2020-06-15,042670,A,실행,4.51,0.49,1153.0,0.0,6.94444444444444,36.28472222222223,83.2,저PER(<8),저PBR(<0.8),무배당
2020-06-15,095610,A,실행,44.39,2.07,508.0,1.33,7.487309644670059,28.934010152284266,59.9,고PER(30+),중고PBR(1.5~3),배당<2%
2020-06-15,006650,A,실행,7.55,0.48,17218.0,1.92,7.042253521126749,11.73708920187792,145.1,저PER(<8),저PBR(<0.8),배당<2%
2020-06-15,066970,A,실행,0.0,4.51,0.0,0.21,9.33806146572104,115.13002364066196,175.2,적자/무실적,고PBR(3+),배당<2%
2020-06-15,003220,A,실행,11.18,1.51,1369.0,1.7,7.357357357357359,29.429429429429433,94.6,중PER(8~15),중고PBR(1.5~3),배당<2%
2020-06-15,112040,A,실행,0.0,2.22,0.0,1.92,7.27739726027396,34.24657534246575,75.0,적자/무실적,중고PBR(1.5~3),배당<2%
2020-06-15,010140,A,실행,0.0,0.58,0.0,0.0,7.27272727272727,-9.91735537190082,22.5,적자/무실적,저PBR(<0.8),무배당
2020-08-10,069620,A,관찰만,51.59,2.45,2132.0,0.55,-5.22447257383966,-8.86075949367088,141.8,고PER(30+),중고PBR(1.5~3),배당<2%
2020-08-18,028300,A,관찰만,0.0,21.8,0.0,0.0,9.824561403508781,4.44444444444445,56.5,적자/무실적,고PBR(3+),무배당
2020-08-18,032830,A,관찰만,8.74,0.27,5443.0,5.57,10.82910321489001,2.36886632825719,47.9,중PER(8~15),저PBR(<0.8),배당2%+
2020-08-18,067630,A,관찰만,0.0,2.35,0.0,0.0,11.14369501466274,40.762463343108514,119.4,적자/무실적,중고PBR(1.5~3),무배당
2020-08-18,036830,A,관찰만,13.8,2.01,6948.0,0.89,-8.26581121937544,-16.827852998065758,1.9,중PER(8~15),중고PBR(1.5~3),배당<2%
2020-08-19,036830,A,관찰만,13.8,2.01,6948.0,0.89,-5.0,-10.46153846153846,5.6,중PER(8~15),중고PBR(1.5~3),배당<2%
2020-08-20,161390,A,실행,7.69,0.45,3387.0,2.11,8.117443868739201,15.889464594127812,86.5,저PER(<8),저PBR(<0.8),배당2%+
2020-08-28,200230,A,주의,0.0,4.12,0.0,0.0,-5.92566371681414,11.50442477876105,116.8,적자/무실적,고PBR(3+),무배당
2020-08-28,151910,A,주의,0.0,11.58,0.0,0.0,-6.085426755447941,-16.58595641646489,109.2,적자/무실적,고PBR(3+),무배당
2020-09-01,096770,B,주의,0.0,0.78,0.0,2.07,-5.84175084175083,-17.5084175084175,120.5,적자/무실적,저PBR(<0.8),배당2%+
2020-09-01,140410,A,주의,0.0,34.59,0.0,0.0,-5.93479549496147,6.10551274451689,18.3,적자/무실적,고PBR(3+),무배당
2020-09-23,016380,A,관찰만,0.0,1.35,0.0,0.0,-5.18999999999999,-9.99999999999999,63.0,적자/무실적,중PBR(0.8~1.5),무배당
2020-09-23,096770,B,관찰만,0.0,0.78,0.0,2.07,-10.10787162162162,8.10810810810811,121.3,적자/무실적,저PBR(<0.8),배당2%+
2020-09-23,028300,A,관찰만,0.0,22.63,0.0,0.0,-5.18983459955683,-10.16144349477682,3.9,적자/무실적,고PBR(3+),무배당
2020-10-15,091990,B,주의,201.61,7.95,435.0,0.0,30.26166097838452,78.49829351535836,103.9,고PER(30+),고PBR(3+),무배당
2020-10-15,026890,A,주의,55.57,4.3,287.0,0.5,-8.922018348623851,-15.41284403669724,92.7,고PER(30+),고PBR(3+),배당<2%
2020-10-16,005690,A,관찰만,247.26,21.01,73.0,0.0,8.64779874213836,29.874213836477992,62.6,고PER(30+),고PBR(3+),무배당
2020-10-16,026890,A,관찰만,55.57,4.3,287.0,0.5,-7.6388888888888795,-13.981481481481481,94.4,고PER(30+),고PBR(3+),배당<2%
2020-10-19,005690,A,관찰만,247.26,21.01,73.0,0.0,7.53205128205127,34.93589743589744,65.7,고PER(30+),고PBR(3+),무배당
2020-10-27,005690,A,관찰만,247.26,21.01,73.0,0.0,7.7160493827160295,12.34567901234569,59.6,고PER(30+),고PBR(3+),무배당
2020-10-30,267270,A,주의,146.75,0.4,169.0,0.0,6.85483870967742,29.43548387096775,145.2,고PER(30+),저PBR(<0.8),무배당
2020-11-06,045390,A,주의,191.33,4.33,30.0,0.35,-6.885470085470089,7.179487179487171,13.0,고PER(30+),고PBR(3+),배당<2%
2020-11-11,036570,B,주의,44.63,6.82,17387.0,0.67,12.98377028714108,22.09737827715356,30.8,고PER(30+),고PBR(3+),배당<2%
2020-11-17,082270,A,주의,0.0,8.67,0.0,0.0,7.7083333333333295,5.41666666666666,39.6,적자/무실적,고PBR(3+),무배당
2020-11-17,253840,A,주의,0.0,18.34,0.0,0.0,10.34836065573769,-28.688524590163926,49.2,적자/무실적,고PBR(3+),무배당
2020-11-23,086900,A,주의,41.16,4.46,4490.0,0.43,8.51162790697674,-39.53488372093023,17.9,고PER(30+),고PBR(3+),배당<2%
2020-11-24,001630,A,주의,10.81,1.04,8988.0,1.34,12.74038461538462,13.46153846153845,50.0,중PER(8~15),중PBR(0.8~1.5),배당<2%
2020-12-21,003620,A,관찰만,0.0,1.44,0.0,0.0,-5.38868832731649,-46.23733719247467,22.6,적자/무실적,중PBR(0.8~1.5),무배당
2021-01-04,096530,B,관찰만,188.11,33.19,1026.0,0.05,-3.4749727965179598,-31.22959738846572,16.9,고PER(30+),고PBR(3+),배당<2%
2021-01-05,096530,B,관찰만,188.11,33.19,1026.0,0.05,-5.3195652173912995,-33.20652173913043,16.8,고PER(30+),고PBR(3+),배당<2%
2021-01-11,196170,B,주의,0.0,71.34,0.0,0.0,-7.455020266959051,-10.12820512820513,2.9,적자/무실적,고PBR(3+),무배당
2021-01-12,096530,B,주의,188.11,33.19,1026.0,0.05,-3.5370985603543703,-27.906976744186053,19.0,고PER(30+),고PBR(3+),배당<2%
2021-01-15,025320,A,주의,47.36,3.69,89.0,0.0,7.31857318573185,-7.2570725707257004,13.7,고PER(30+),고PBR(3+),무배당
2021-01-18,010950,B,주의,123.35,1.24,561.0,0.29,-8.095965882895339,13.27800829875518,53.5,고PER(30+),중PBR(0.8~1.5),배당<2%
2021-01-29,097780,A,실행,0.0,1.58,0.0,0.0,9.83333333333333,-2.33333333333333,14.7,적자/무실적,중고PBR(1.5~3),무배당
2021-01-29,026890,A,실행,38.15,2.96,287.0,0.73,7.99086757990867,15.981735159817351,91.8,고PER(30+),중고PBR(1.5~3),배당<2%
2021-02-10,060250,A,주의,56.44,11.31,1040.0,0.39,-6.923076923076921,-1.34615384615384,17.3,고PER(30+),고PBR(3+),배당<2%
2021-02-16,078590,A,주의,0.0,11.54,0.0,0.0,9.924623115577889,-50.367986390536124,39.6,적자/무실적,고PBR(3+),무배당
2021-02-22,096530,A,주의,160.82,28.37,1026.0,0.06,-5.24691358024692,35.86744639376218,39.6,고PER(30+),고PBR(3+),배당<2%
2021-02-22,065680,A,주의,28.39,2.09,1407.0,0.75,-5.0,3.00353356890459,11.5,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-02-23,065680,A,주의,28.39,2.09,1407.0,0.75,-7.158317901234559,8.888888888888879,16.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-03-08,065660,A,실행,0.0,8.05,0.0,0.0,-5.37848605577688,-1.19521912350597,102.2,적자/무실적,고PBR(3+),무배당
2021-03-09,091990,B,실행,294.15,11.61,427.0,0.0,1.40845070422535,-8.69925434962717,19.3,고PER(30+),고PBR(3+),무배당
2021-03-09,068760,B,실행,651.27,20.03,236.0,0.0,-6.46288032454361,-12.03515889114266,21.5,고PER(30+),고PBR(3+),무배당
2021-03-09,175250,A,실행,0.0,3.47,0.0,0.0,-6.45673603504929,-2.7382256297918897,24.9,적자/무실적,고PBR(3+),무배당
2021-03-09,185750,A,실행,35.99,4.12,4751.0,0.53,9.06249999999999,-20.3125,31.9,고PER(30+),고PBR(3+),배당<2%
2021-03-10,049950,A,실행,24.52,2.94,1619.0,0.55,8.137715179968701,18.46635367762128,36.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-03-19,185750,A,실행,35.99,4.12,4751.0,0.53,-6.25,-15.13157894736841,3.0,고PER(30+),고PBR(3+),배당<2%
2021-03-23,078590,A,실행,0.0,9.93,0.0,0.0,7.776349614395881,-26.05042016806723,42.9,적자/무실적,고PBR(3+),무배당
2021-03-24,053800,A,실행,39.84,4.27,2204.0,1.03,10.22544283413848,8.37359098228662,23.8,고PER(30+),고PBR(3+),배당<2%
2021-03-31,069260,A,관찰만,12.03,1.37,1812.0,4.59,0.0,0.0,38.5,중PER(8~15),중PBR(0.8~1.5),배당2%+
2021-04-26,065660,A,관찰만,0.0,6.45,0.0,0.0,-5.14947552447552,13.98601398601398,77.4,적자/무실적,고PBR(3+),무배당
2021-04-27,019170,A,관찰만,2431.43,22.5,35.0,0.0,-5.47204968944099,-0.74534161490683,26.1,고PER(30+),고PBR(3+),무배당
2021-04-28,192820,A,관찰만,38.51,3.57,3168.0,0.74,10.0896860986547,12.10762331838564,27.4,고PER(30+),고PBR(3+),배당<2%
2021-04-28,019170,A,관찰만,2431.43,22.5,35.0,0.0,-5.0,14.12500000000001,26.9,고PER(30+),고PBR(3+),무배당
2021-04-29,095700,A,관찰만,0.0,7.64,0.0,0.0,-5.1826923076923,-14.23076923076923,13.7,적자/무실적,고PBR(3+),무배당
2021-05-03,206640,A,관찰만,48.32,7.82,507.0,0.2,-5.0,4.35779816513761,22.9,고PER(30+),고PBR(3+),배당<2%
2021-05-03,109820,A,관찰만,0.0,22.76,0.0,0.0,-6.16296592119276,-17.89137380191693,16.0,적자/무실적,고PBR(3+),무배당
2021-05-03,003090,A,관찰만,25.1,3.36,1446.0,0.28,-6.1377245508982,39.97005988023951,48.4,중고PER(15~30),고PBR(3+),배당<2%
2021-05-04,253840,A,관찰만,0.0,17.82,0.0,0.0,9.87202925045704,-15.35648994515539,20.7,적자/무실적,고PBR(3+),무배당
2021-05-04,206640,A,관찰만,48.32,7.82,507.0,0.2,7.51173708920187,8.92018779342722,25.8,고PER(30+),고PBR(3+),배당<2%
2021-05-04,336260,A,관찰만,278.4,19.81,162.0,0.0,7.45222929936306,27.89808917197451,41.9,고PER(30+),고PBR(3+),무배당
2021-05-04,109820,A,관찰만,0.0,22.76,0.0,0.0,-9.1864406779661,-13.5593220338983,23.1,적자/무실적,고PBR(3+),무배당
2021-05-04,243070,A,관찰만,21.45,4.22,3525.0,0.93,8.97035881435257,-2.0280811232449203,9.5,중고PER(15~30),고PBR(3+),배당<2%
2021-05-04,034020,B,관찰만,0.0,1.2,0.0,0.0,15.81027667984189,96.44268774703556,153.0,적자/무실적,중PBR(0.8~1.5),무배당
2021-05-06,010140,A,관찰만,0.0,0.9,0.0,0.0,11.74999999999999,16.5,24.7,적자/무실적,중PBR(0.8~1.5),무배당
2021-05-07,010140,A,관찰만,0.0,0.9,0.0,0.0,9.56738768718801,16.13976705490849,24.5,적자/무실적,중PBR(0.8~1.5),무배당
2021-05-13,253840,A,관찰만,0.0,17.82,0.0,0.0,-5.18518518518518,2.14424951267055,19.9,적자/무실적,고PBR(3+),무배당
2021-05-13,000210,A,관찰만,5.49,0.62,17223.0,1.37,-5.91787439613527,-6.642512077294679,4.8,저PER(<8),저PBR(<0.8),배당<2%
2021-05-14,225570,A,관찰만,0.0,9.9,0.0,0.0,11.722488038277511,18.18181818181818,94.7,적자/무실적,고PBR(3+),무배당
2021-05-18,156100,A,관찰만,0.0,18.89,0.0,0.0,-5.32898898365316,-14.072494669509588,13.6,적자/무실적,고PBR(3+),무배당
2021-05-20,139670,A,관찰만,10800.0,58.25,5.0,0.0,-8.8641425389755,26.05790645879733,44.3,고PER(30+),고PBR(3+),무배당
2021-05-21,139670,A,관찰만,10800.0,58.25,5.0,0.0,-6.784037558685441,31.2206572769953,52.1,고PER(30+),고PBR(3+),무배당
2021-05-27,049950,A,관찰만,23.35,2.8,1619.0,0.58,-5.43051359516616,-3.1722054380664595,4.2,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-05-31,086520,A,관찰만,44.66,3.26,1096.0,0.61,-7.6337674497786905,45.04596527068436,229.1,고PER(30+),고PBR(3+),배당<2%
2021-06-01,006400,B,관찰만,71.57,3.34,8593.0,0.16,15.58441558441559,23.376623376623378,34.4,고PER(30+),고PBR(3+),배당<2%
2021-07-08,003090,A,관찰만,19.95,3.97,2343.0,0.21,-7.885714285714281,-5.3246753246753205,4.7,중고PER(15~30),고PBR(3+),배당<2%
2021-07-16,131370,A,관찰만,0.0,8.4,0.0,0.32,-5.68421052631579,-22.775119617224878,7.2,적자/무실적,고PBR(3+),배당<2%
2021-07-16,084990,A,관찰만,0.0,3.93,0.0,0.0,-5.84519572953736,-11.56583629893238,5.9,적자/무실적,고PBR(3+),무배당
2021-07-19,003850,A,관찰만,43.54,3.69,542.0,0.42,-5.98958333333333,-11.45833333333333,1.6,고PER(30+),고PBR(3+),배당<2%
2021-07-22,170900,A,관찰만,26.77,1.13,3212.0,1.16,-5.0,-8.22407628128725,0.8,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2021-08-17,121600,A,관찰만,236.54,4.37,156.0,0.27,7.52212389380531,41.74041297935102,130.1,고PER(30+),고PBR(3+),배당<2%
2021-08-18,081660,A,관찰만,22.64,2.45,2306.0,0.35,-5.37957207207208,-20.75675675675675,3.8,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-08-19,053280,A,주의,2500.0,2.26,6.0,1.33,-5.0,-28.857142857142858,2.9,고PER(30+),중고PBR(1.5~3),배당<2%
2021-08-20,043610,A,주의,38.28,2.24,163.0,0.0,6.87022900763358,11.06870229007632,30.5,고PER(30+),중고PBR(1.5~3),무배당
2021-08-20,122450,A,주의,15.74,1.93,718.0,0.0,6.8181818181818095,-6.508264462809921,10.5,중고PER(15~30),중고PBR(1.5~3),무배당
2021-08-23,007690,A,주의,18.76,1.09,5059.0,1.26,14.51367781155015,7.75075987841944,40.7,중고PER(15~30),중PBR(0.8~1.5),배당<2%
2021-08-30,033310,A,관찰만,0.0,6.6,0.0,0.0,-8.24684182590234,-28.980891719745227,7.6,적자/무실적,고PBR(3+),무배당
2021-09-01,052400,A,관찰만,26.78,5.54,1277.0,0.0,9.393939393939391,1.66666666666666,19.2,중고PER(15~30),고PBR(3+),무배당
2021-09-06,007700,A,관찰만,7.86,1.23,5599.0,2.27,-6.484425360474989,16.15776081424935,21.2,저PER(<8),중PBR(0.8~1.5),배당2%+
2021-09-06,064760,A,관찰만,32.76,7.33,5183.0,0.65,-5.14074074074074,-7.4074074074074,15.4,고PER(30+),고PBR(3+),배당<2%
2021-09-07,001470,A,관찰만,0.0,2.13,0.0,0.0,-7.53108348134991,-30.0177619893428,24.2,적자/무실적,중고PBR(1.5~3),무배당
2021-09-14,035720,B,관찰만,420.05,10.85,369.0,0.02,-8.22216838651866,2.82258064516129,5.6,고PER(30+),고PBR(3+),배당<2%
2021-09-17,006400,B,관찰만,92.28,4.3,8593.0,0.13,4.41379310344827,4.41379310344827,6.5,고PER(30+),고PBR(3+),배당<2%
2021-09-27,095660,A,주의,10.37,1.65,2802.0,0.0,-8.21181875792143,2.66159695817489,49.8,중PER(8~15),중고PBR(1.5~3),무배당
2021-09-28,297890,A,주의,0.0,4.61,0.0,0.0,-6.21483375959081,0.0,20.2,적자/무실적,고PBR(3+),무배당
2021-09-28,095660,A,주의,10.37,1.65,2802.0,0.0,-5.78838174273859,11.61825726141079,63.5,중PER(8~15),중고PBR(1.5~3),무배당
2021-09-30,011200,B,주의,327.18,6.53,103.0,0.0,-7.23115727002967,-26.55786350148368,11.7,고PER(30+),고PBR(3+),무배당
2021-10-01,011200,B,주의,327.18,6.53,103.0,0.0,-4.67767295597484,-25.78616352201258,18.4,고PER(30+),고PBR(3+),무배당
2021-10-01,003280,A,주의,0.0,0.0,0.0,0.0,-6.63143989431968,-31.30779392338176,30.6,적자/무실적,,무배당
2021-10-05,003280,A,주의,0.0,0.0,0.0,0.0,-7.9921259842519605,-17.9527559055118,55.7,적자/무실적,,무배당
2021-10-05,299660,A,주의,0.0,18.15,0.0,0.0,10.286103542234331,-29.70027247956402,12.8,적자/무실적,고PBR(3+),무배당
2021-10-05,112610,A,주의,86.53,6.85,898.0,1.29,7.13235294117646,-15.88235294117647,10.3,고PER(30+),고PBR(3+),배당<2%
2021-10-05,138610,A,주의,0.0,12.12,0.0,0.0,-7.38905325443787,-27.2189349112426,3.0,적자/무실적,고PBR(3+),무배당
2021-10-06,032300,A,실행,181.79,13.81,324.0,0.08,9.49895615866387,3.1315240083507203,49.9,고PER(30+),고PBR(3+),배당<2%
2021-10-06,025950,A,실행,0.0,4.37,0.0,0.34,10.5510752688172,-11.693548387096769,34.1,적자/무실적,고PBR(3+),배당<2%
2021-10-06,299660,A,실행,0.0,18.15,0.0,0.0,11.52173913043477,-23.623188405797098,20.0,적자/무실적,고PBR(3+),무배당
2021-10-06,047920,A,실행,0.0,10.07,0.0,0.0,7.10382513661203,-22.95081967213115,16.1,적자/무실적,고PBR(3+),무배당
2021-10-06,200670,A,실행,21.46,2.83,1587.0,1.17,7.962328767123281,-18.66438356164383,8.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-10-06,205470,A,실행,23.33,10.54,643.0,0.0,8.79999999999998,43.999999999999986,191.6,중고PER(15~30),고PBR(3+),무배당
2021-10-06,086890,A,실행,0.0,8.75,0.0,0.0,10.22727272727272,-10.90909090909091,25.5,적자/무실적,고PBR(3+),무배당
2021-10-06,084110,A,실행,17.17,1.79,3576.0,0.65,-6.79780876494023,-19.72111553784861,4.4,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-10-06,002900,A,실행,81.38,2.53,29.0,0.0,11.58854166666667,-12.5,39.3,고PER(30+),중고PBR(1.5~3),무배당
2021-10-06,049180,A,실행,3246.67,11.97,3.0,0.0,9.22693266832916,-24.56359102244388,24.3,고PER(30+),고PBR(3+),무배당
2021-10-06,036200,A,실행,18.39,2.74,715.0,0.61,6.9506726457399095,26.905829596412563,35.9,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-10-06,035810,A,실행,3.07,0.62,1634.0,1.0,-4.2,-11.93181818181817,8.9,저PER(<8),저PBR(<0.8),배당<2%
2021-10-06,047820,A,실행,0.0,3.66,0.0,0.0,8.54700854700856,36.75213675213675,82.5,적자/무실적,고PBR(3+),무배당
2021-10-07,003490,B,주의,0.0,2.38,0.0,0.0,-9.70015698587126,-10.51805337519623,2.2,적자/무실적,중고PBR(1.5~3),무배당
2021-10-07,084110,A,주의,17.17,1.79,3576.0,0.65,-6.75025278058645,-18.200202224469162,6.0,중고PER(15~30),중고PBR(1.5~3),배당<2%
2021-10-12,101490,A,주의,61.69,4.47,556.0,0.23,7.88216560509553,16.40127388535031,24.0,고PER(30+),고PBR(3+),배당<2%
2021-10-12,003670,B,주의,389.01,11.49,455.0,0.17,-7.630967741935479,-5.48387096774193,10.6,고PER(30+),고PBR(3+),배당<2%
2021-10-13,047920,A,주의,0.0,10.07,0.0,0.0,6.94822888283379,-22.0708446866485,14.2,적자/무실적,고PBR(3+),무배당
2021-10-13,185490,A,주의,0.0,47.72,0.0,0.0,16.17021276595744,-22.34042553191489,18.3,적자/무실적,고PBR(3+),무배당
2021-10-13,299660,A,주의,0.0,18.15,0.0,0.0,7.73049645390071,-29.92907801418439,16.5,적자/무실적,고PBR(3+),무배당
2021-10-19,003280,A,주의,0.0,0.0,0.0,0.0,10.7235142118863,-29.457364341085267,16.0,적자/무실적,,무배당
2021-10-27,009240,A,실행,31.86,4.65,3766.0,1.08,-5.46798029556649,-2.85714285714285,4.4,고PER(30+),고PBR(3+),배당<2%
2021-10-29,065660,A,주의,0.0,6.55,0.0,0.0,7.3630136986301205,-2.3972602739726,17.3,적자/무실적,고PBR(3+),무배당
2021-11-02,241840,A,주의,0.0,11.38,0.0,0.0,-6.92896640826873,-15.658914728682168,17.5,적자/무실적,고PBR(3+),무배당
2021-11-02,053800,A,주의,38.35,3.79,2138.0,1.1,7.18270571827057,11.85495118549511,204.7,고PER(30+),고PBR(3+),배당<2%
2021-11-04,002900,A,주의,70.0,2.17,29.0,0.0,-6.31064814814815,-1.94444444444443,107.2,고PER(30+),중고PBR(1.5~3),무배당
2021-11-08,299660,A,주의,0.0,14.64,0.0,0.0,-6.07344632768361,-29.66101694915254,2.1,적자/무실적,고PBR(3+),무배당
2021-11-09,003580,A,주의,0.0,9.19,0.0,0.0,10.73717948717949,49.67948717948718,72.4,적자/무실적,고PBR(3+),무배당
2021-11-09,007860,A,주의,0.0,0.86,0.0,0.32,-7.22945303550974,-20.61855670103093,6.2,적자/무실적,중PBR(0.8~1.5),배당<2%
2021-11-09,092220,A,주의,0.0,2.65,0.0,0.0,12.224264705882359,45.40441176470591,60.1,적자/무실적,중고PBR(1.5~3),무배당
2021-11-10,007860,A,주의,0.0,0.86,0.0,0.32,-7.454456654456649,-13.55311355311355,13.2,적자/무실적,중PBR(0.8~1.5),배당<2%
2021-11-11,009520,A,주의,35.58,3.47,226.0,1.0,-5.24265644955299,2.80970625798211,14.9,고PER(30+),고PBR(3+),배당<2%
2021-11-12,001440,A,주의,751.67,5.61,3.0,0.0,9.890109890109871,-6.04395604395605,31.9,고PER(30+),고PBR(3+),무배당
2021-11-12,241820,A,주의,22.73,12.66,2030.0,0.0,-6.70250896057348,-3.1063321385902,21.9,중고PER(15~30),고PBR(3+),무배당
2021-11-17,002240,A,주의,75.0,0.46,366.0,1.09,-7.28915662650602,3.6144578313252995,43.4,고PER(30+),저PBR(<0.8),배당<2%
2021-11-17,073240,A,주의,0.0,1.32,0.0,0.0,-6.24183006535947,-2.61437908496732,6.0,적자/무실적,중PBR(0.8~1.5),무배당
2021-11-18,115450,A,주의,0.0,4.93,0.0,0.0,-7.79411764705881,-10.13071895424836,9.2,적자/무실적,고PBR(3+),무배당
2021-11-19,249420,A,주의,0.0,1.31,0.0,0.0,8.695652173913029,101.33779264214049,431.8,적자/무실적,중PBR(0.8~1.5),무배당
2021-11-23,217270,A,주의,10.87,4.39,1982.0,0.0,-0.91603053435114,-18.12977099236641,15.8,중PER(8~15),고PBR(3+),무배당
2021-11-29,080580,A,주의,821.43,13.33,28.0,0.0,-5.897091722595079,-3.35570469798657,23.9,고PER(30+),고PBR(3+),무배당
2021-11-30,035080,A,실행,0.0,1.33,0.0,0.41,7.39219712525667,-9.03490759753592,42.7,적자/무실적,중PBR(0.8~1.5),배당<2%
2021-11-30,034020,A,실행,0.0,2.23,0.0,0.0,10.65789473684211,-5.78947368421052,25.8,적자/무실적,중고PBR(1.5~3),무배당
2021-12-02,096530,A,실행,7.79,6.12,9712.0,1.98,7.08898944193061,-17.94871794871795,10.6,저PER(<8),고PBR(3+),배당<2%
2021-12-07,041140,A,실행,131.74,4.8,115.0,0.0,8.0223880597015,43.65671641791044,120.1,고PER(30+),고PBR(3+),무배당
2021-12-14,007390,A,실행,0.0,17.29,0.0,0.0,-5.98855667627282,-11.527377521613829,13.3,적자/무실적,고PBR(3+),무배당
2021-12-20,196170,A,주의,0.0,14.82,0.0,0.0,7.28744939271255,-28.87989203778677,8.2,적자/무실적,고PBR(3+),무배당
2021-12-28,089980,A,주의,369.28,5.92,153.0,0.28,-7.398058252427179,-20.194174757281548,4.3,고PER(30+),고PBR(3+),배당<2%
2021-12-28,003580,A,주의,0.0,9.66,0.0,0.0,11.9533527696793,-1.45772594752187,56.9,적자/무실적,고PBR(3+),무배당
2021-12-29,089980,A,주의,369.28,5.92,153.0,0.28,-6.10465116279069,-16.47286821705426,4.1,고PER(30+),고PBR(3+),배당<2%
2021-12-30,067000,A,주의,51.77,8.73,198.0,0.0,-7.50243902439024,-10.14634146341463,5.4,고PER(30+),고PBR(3+),무배당
2021-12-30,011785,A,주의,0.0,0.0,0.0,3.97,-5.44392523364486,-20.84112149532709,1.4,적자/무실적,,배당2%+
2022-01-05,352820,B,주의,118.06,10.51,2956.0,0.0,-8.2670382165605,-12.73885350318471,6.5,고PER(30+),고PBR(3+),무배당
2022-01-06,214150,A,주의,31.86,9.83,590.0,0.32,7.228915662650599,16.265060240963848,47.0,고PER(30+),고PBR(3+),배당<2%
2022-01-06,217270,A,주의,14.13,5.71,1982.0,0.0,-6.296452145214521,-22.37623762376237,4.2,중PER(8~15),고PBR(3+),무배당
2022-01-06,293490,A,주의,65.56,6.73,1388.0,0.0,-7.42307692307692,0.26990553306343,11.1,고PER(30+),고PBR(3+),무배당
2022-01-07,293490,A,주의,65.56,6.73,1388.0,0.0,-7.67227456258411,0.6729475100942099,10.8,고PER(30+),고PBR(3+),무배당
2022-01-13,214260,A,주의,0.0,8.49,0.0,0.0,-6.20443404634581,-14.1711229946524,28.6,적자/무실적,고PBR(3+),무배당
2022-01-14,145720,A,주의,26.7,3.37,2614.0,0.29,-6.25412541254125,22.27722772277227,48.3,중고PER(15~30),고PBR(3+),배당<2%
2022-01-17,145720,A,실행,26.7,3.37,2614.0,0.29,-5.84300341296928,23.72013651877134,53.4,중고PER(15~30),고PBR(3+),배당<2%
2022-01-24,003580,A,실행,0.0,10.83,0.0,0.0,-6.4319406392694,-22.73972602739725,8.5,적자/무실적,고PBR(3+),무배당
2022-01-24,086520,A,실행,109.3,7.98,1075.0,0.26,-6.294457274826799,3.5796766743648902,21.6,고PER(30+),고PBR(3+),배당<2%
2022-01-25,003580,A,실행,0.0,10.83,0.0,0.0,-6.11111111111111,-18.42105263157895,15.8,적자/무실적,고PBR(3+),무배당
2022-01-25,048550,A,실행,0.0,4.11,0.0,0.0,-5.92233009708738,59.38511326860842,82.2,적자/무실적,고PBR(3+),무배당
2022-01-25,086980,A,실행,0.0,2.82,0.0,0.0,-5.6195652173913,21.30434782608696,55.0,적자/무실적,중고PBR(1.5~3),무배당
2022-01-25,020120,A,실행,3975.0,10.82,4.0,0.0,-5.0,-1.73611111111111,19.4,고PER(30+),고PBR(3+),무배당
2022-01-26,100130,A,실행,84.92,1.18,63.0,1.87,7.5354609929078,3.1914893617021196,28.4,고PER(30+),중PBR(0.8~1.5),배당<2%
