theme,code,name,industry,mcap_억,adtv_억,rev_yoy,mom_12_1,dist_from_12mhigh,선반영플래그,guardrail,thesis,무효화트리거
AI소프트웨어,163730,핑거,소프트웨어 개발 및 공급업,1375,32.0,,,,-,PASS*,,
AI소프트웨어,205500,넥써쓰,소프트웨어 개발 및 공급업,1369,14.8,,,,-,PASS*,,
AI소프트웨어,054920,한컴위드,소프트웨어 개발 및 공급업,1360,31.0,,,,-,PASS*,,
AI소프트웨어,047560,이스트소프트,소프트웨어 개발 및 공급업,1340,7.2,,,,-,PASS*,,
AI소프트웨어,322180,LS티라유텍,소프트웨어 개발 및 공급업,1308,22.5,,,,-,PASS*,,
AI소프트웨어,205100,엑셈,소프트웨어 개발 및 공급업,1274,64.7,,,,-,PASS*,,
AI소프트웨어,323990,박셀바이오,자연과학 및 공학 연구개발업,1244,5.9,,,,-,PASS*,,
AI소프트웨어,040350,크레오에스지,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1201,45.4,,,,-,PASS*,,
AI소프트웨어,235980,메드팩토,자연과학 및 공학 연구개발업,1188,5.6,,,,-,PASS*,,
AI소프트웨어,331740,아우토크립트,소프트웨어 개발 및 공급업,1185,13.9,,,,-,PASS*,,
AI소프트웨어,338220,뷰노,소프트웨어 개발 및 공급업,1179,8.7,,,,-,PASS*,,
AI소프트웨어,389030,지니너스,자연과학 및 공학 연구개발업,1154,8.8,,,,-,PASS*,,
AI소프트웨어,086960,MDS테크,소프트웨어 개발 및 공급업,1136,45.4,,,,-,PASS*,,
AI소프트웨어,250060,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1123,15.3,,,,-,PASS*,,
AI소프트웨어,223250,드림씨아이에스,자연과학 및 공학 연구개발업,1108,14.2,,,,-,PASS*,,
AI소프트웨어,322510,제이엘케이,소프트웨어 개발 및 공급업,1089,10.7,,,,-,PASS*,,
AI소프트웨어,042510,라온시큐어,소프트웨어 개발 및 공급업,1073,21.5,,,,-,PASS*,,
AI소프트웨어,0007J0,인벤테라,자연과학 및 공학 연구개발업,1021,15.9,,,,-,PASS*,,
AI소프트웨어,039980,폴라리스AI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1014,28.3,,,,-,PASS*,,
AI소프트웨어,096250,와이즈넛,소프트웨어 개발 및 공급업,1001,7.9,,,,-,PASS*,,
AI소프트웨어,063080,컴투스홀딩스,소프트웨어 개발 및 공급업,999,5.1,,,,-,PASS*,,
AI소프트웨어,173130,오파스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",985,16.4,,,,-,PASS*,,
AI소프트웨어,067000,조이시티,소프트웨어 개발 및 공급업,966,8.4,,,,-,PASS*,,
AI소프트웨어,443670,에스피소프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",965,7.7,,,,-,PASS*,,
AI소프트웨어,377480,마음AI,소프트웨어 개발 및 공급업,963,26.9,,,,-,PASS*,,
AI소프트웨어,042500,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",959,19.8,,,,-,PASS*,,
AI소프트웨어,217330,싸이토젠,자연과학 및 공학 연구개발업,919,15.6,,,,-,PASS*,,
AI소프트웨어,411080,샌즈랩,소프트웨어 개발 및 공급업,915,7.3,,,,-,PASS*,,
AI소프트웨어,189330,씨이랩,소프트웨어 개발 및 공급업,911,103.7,,,,-,PASS*,,
AI소프트웨어,053580,웹케시,소프트웨어 개발 및 공급업,911,6.9,,,,-,PASS*,,
AI소프트웨어,476040,오가노이드사이언스,자연과학 및 공학 연구개발업,908,9.5,,,,-,PASS*,,
AI소프트웨어,010280,아이티센엔텍,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",882,10.2,,,,-,PASS*,,
AI소프트웨어,307870,비투엔,소프트웨어 개발 및 공급업,829,5.0,,,,-,PASS*,,
AI소프트웨어,299660,셀리드,자연과학 및 공학 연구개발업,826,8.1,,,,-,PASS*,,
AI소프트웨어,463020,뉴엔AI,소프트웨어 개발 및 공급업,779,6.3,,,,-,PASS*,,
AI소프트웨어,201490,미투온,소프트웨어 개발 및 공급업,776,9.4,,,,-,PASS*,,
AI소프트웨어,083790,CG인바이츠,자연과학 및 공학 연구개발업,763,8.0,,,,-,PASS*,,
AI소프트웨어,038680,에스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",759,6.8,,,,-,PASS*,,
AI소프트웨어,261780,아리바이오랩,자연과학 및 공학 연구개발업,748,129.4,,,,-,PASS*,,
AI소프트웨어,049480,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",729,11.1,,,,-,PASS*,,
AI소프트웨어,032850,비트컴퓨터,소프트웨어 개발 및 공급업,719,7.3,,,,-,PASS*,,
AI소프트웨어,347860,알체라,소프트웨어 개발 및 공급업,712,13.5,,,,-,PASS*,,
AI소프트웨어,315640,딥노이드,소프트웨어 개발 및 공급업,705,10.3,,,,-,PASS*,,
AI소프트웨어,033230,인성정보,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",696,6.8,,,,-,PASS*,,
AI소프트웨어,084650,랩지노믹스,자연과학 및 공학 연구개발업,666,11.2,,,,-,PASS*,,
AI소프트웨어,192250,케이사인,소프트웨어 개발 및 공급업,662,5.9,,,,-,PASS*,,
AI소프트웨어,185490,아이진,자연과학 및 공학 연구개발업,658,10.3,,,,-,PASS*,,
AI소프트웨어,045340,토탈소프트,소프트웨어 개발 및 공급업,642,11.1,,,,-,PASS*,,
AI소프트웨어,065440,이루온,소프트웨어 개발 및 공급업,634,23.2,,,,-,PASS*,,
AI소프트웨어,214270,FSN,소프트웨어 개발 및 공급업,625,14.2,,,,-,PASS*,,
AI소프트웨어,184230,SGA솔루션즈,소프트웨어 개발 및 공급업,541,8.5,,,,-,PASS*,,
AI소프트웨어,219420,링크제니시스,소프트웨어 개발 및 공급업,534,5.7,,,,-,PASS*,,
AI소프트웨어,413640,비아이매트릭스,소프트웨어 개발 및 공급업,524,8.7,,,,-,PASS*,,
에너지ESS,058610,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",27433,651.7,-0.1205,3.2246,-0.1952,급등,PASS,,
에너지ESS,178320,서진시스템,기타 전기장비 제조업,46197,1555.7,-0.1215,2.669,-0.0644,급등,PASS,,
에너지ESS,032820,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",24969,682.3,0.2229,2.042,-0.3264,급등,PASS,,
에너지ESS,107640,한중엔시에스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4238,61.6,-0.0112,1.0585,-0.3033,급등,PASS,,
에너지ESS,033100,제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",8995,134.7,-0.1474,0.3532,-0.2045,-,PASS,,
에너지ESS,060370,LS마린솔루션,전기 및 통신 공사업,17134,82.0,0.8745,0.0429,-0.1402,-,PASS,,
에너지ESS,119850,지엔씨에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3471,41.3,0.1605,-0.3686,-0.4816,소외(역발상?),PASS,,
에너지ESS,0011T0,채비,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",4718,51.9,,,,-,PASS*,,
에너지ESS,025770,한국정보통신,전기 통신업,3052,11.1,,,,-,PASS*,,
에너지ESS,036800,나이스정보통신,전기 통신업,2645,9.2,,,,-,PASS*,,
에너지ESS,114190,강원에너지,기타 전기장비 제조업,2644,24.7,,,,-,PASS*,,
에너지ESS,382900,범한퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2584,28.5,,,,-,PASS*,,
에너지ESS,199820,제일일렉트릭,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2453,41.2,,,,-,PASS*,,
에너지ESS,0008Z0,에스엔시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2449,14.7,,,,-,PASS*,,
에너지ESS,045390,대아티아이,기타 전기장비 제조업,2185,24.7,,,,-,PASS*,,
에너지ESS,065710,서호전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2130,7.6,,,,-,PASS*,,
에너지ESS,094820,일진파워,전기 및 통신 공사업,1983,37.7,,,,-,PASS*,,
에너지ESS,462860,더즌,전기 통신업,1937,8.9,,,,-,PASS*,,
에너지ESS,388050,지투파워,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1719,60.0,,,,-,PASS*,,
에너지ESS,037030,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1704,53.4,,,,-,PASS*,,
에너지ESS,079960,동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1670,11.4,,,,-,PASS*,,
에너지ESS,047310,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1534,19.2,,,,-,PASS*,,
에너지ESS,0011A0,액스비스,기타 전기장비 제조업,1486,30.7,,,,-,PASS*,,
에너지ESS,036630,세종텔레콤,전기 및 통신 공사업,1260,7.3,,,,-,PASS*,,
에너지ESS,215100,로보로보,기타 전기장비 제조업,1221,126.1,,,,-,PASS*,,
에너지ESS,282720,금양그린파워,전기 및 통신 공사업,1025,9.2,,,,-,PASS*,,
에너지ESS,262260,에이프로,기타 전기장비 제조업,909,19.1,,,,-,PASS*,,
에너지ESS,079810,APS이노베이션,기타 전기장비 제조업,867,10.9,,,,-,PASS*,,
에너지ESS,294630,서남,기타 전기장비 제조업,841,10.4,,,,-,PASS*,,
에너지ESS,095910,에스에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",560,13.2,,,,-,PASS*,,
에너지ESS,189860,서전기전,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",508,6.7,,,,-,PASS*,,
우주방산,099320,쎄트렉아이,"항공기,우주선 및 부품 제조업",14171,164.8,0.2081,1.8147,-0.3415,급등,PASS,,
우주방산,274090,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업",3255,278.7,-0.1133,1.0817,-0.2047,급등,PASS,,
우주방산,488900,비츠로넥스텍,"항공기,우주선 및 부품 제조업",3492,13.6,,,,-,PASS,,
우주방산,484590,삼양컴텍,무기 및 총포탄 제조업,3219,26.8,,,,-,PASS*,,
우주방산,462350,이노스페이스,"항공기,우주선 및 부품 제조업",2832,46.8,,,,-,PASS*,,
우주방산,478340,나라스페이스테크놀로지,"항공기,우주선 및 부품 제조업",2555,49.5,,,,-,PASS*,,
우주방산,067390,아스트,"항공기,우주선 및 부품 제조업",2395,15.1,,,,-,PASS*,,
우주방산,474170,루미르,"항공기,우주선 및 부품 제조업",1892,35.5,,,,-,PASS*,,
우주방산,288180,케이피항공산업,"항공기,우주선 및 부품 제조업",948,64.6,,,,-,PASS*,,
