code,fiscal_year,book_equity
084690,2023,742528835261.0
084690,2024,767604642617.0
084690,2025,618310735276.0
005720,2020,1051520065010.0
005720,2021,1098430089948.0
005720,2022,1128197917818.0
005720,2023,1166907216065.0
005720,2024,1265392393050.0
005720,2025,1394976915340.0
009290,2020,477661331353.0
009290,2021,499177113743.0
009290,2022,517330687607.0
009290,2023,544616130050.0
009290,2024,579122160869.0
009290,2025,655579105404.0
016800,2020,460925504509.0
016800,2021,497507890890.0
016800,2022,472952597361.0
016800,2023,530592357564.0
016800,2024,574010179978.0
016800,2025,597668247322.0
126560,2020,690954051490.0
126560,2021,767710410142.0
126560,2022,752959240652.0
126560,2023,740843591897.0
126560,2024,736313681071.0
126560,2025,727889960000.0
194370,2020,150599216283.0
194370,2021,201754466091.0
194370,2022,255360407427.0
194370,2023,292660537619.0
194370,2024,474254185464.0
194370,2025,527352740580.0
078520,2020,156751562135.0
078520,2021,113769893388.0
078520,2022,115045456777.0
078520,2023,87685530825.0
078520,2024,91276503428.0
078520,2025,86589765170.0
009160,2020,463986165242.0
009160,2021,546662288635.0
009160,2022,599682756591.0
009160,2023,582578411762.0
009160,2024,605256122000.0
009160,2025,670337385920.0
001390,2020,382194547031.0
001390,2021,473789956363.0
001390,2022,791485965149.0
001390,2023,918286865874.0
001390,2024,951530779544.0
001390,2025,998971750055.0
272450,2020,98160651390.0
272450,2021,172748470776.0
272450,2022,109045058525.0
272450,2023,142987687702.0
272450,2024,231252257412.0
272450,2025,224435967985.0
104700,2020,696830670516.0
104700,2021,722188490606.0
104700,2022,790918579636.0
104700,2023,851747532604.0
104700,2024,810359379879.0
104700,2025,770845640468.0
024720,2020,585208939173.0
024720,2021,622972180823.0
024720,2022,618083648358.0
024720,2023,599005450595.0
024720,2024,601493927611.0
024720,2025,614809257768.0
034830,2023,997656963626.0
034830,2024,956946611273.0
034830,2025,1038252559423.0
084010,2020,494614939418.0
084010,2021,649672015994.0
084010,2022,708053991372.0
084010,2023,749477728271.0
084010,2024,777722487632.0
084010,2025,800329287154.0
017860,2023,277355153825.0
017860,2024,283038467880.0
017860,2025,270334444403.0
002310,2020,633500186859.0
002310,2021,714420848901.0
002310,2022,804286022003.0
002310,2023,849757319336.0
002310,2024,835936616430.0
002310,2025,845325745299.0
007690,2020,539275846071.0
007690,2021,801044127573.0
007690,2022,845357898058.0
007690,2023,834446648642.0
007690,2024,839726015955.0
007690,2025,861872271404.0
001940,2020,843362622409.0
001940,2021,948525695935.0
001940,2022,1048031459030.0
001940,2023,1121555375984.0
001940,2024,1178680198662.0
001940,2025,1143065471427.0
108670,2020,837745000000.0
108670,2021,863520000000.0
108670,2022,779943000000.0
108670,2023,832982000000.0
108670,2024,869875000000.0
108670,2025,834215000000.0
001340,2020,177231254085.0
001340,2021,189536791043.0
001340,2022,209676014934.0
001340,2023,213651817625.0
001340,2024,213430158021.0
001340,2025,223279935761.0
033270,2020,276891043919.0
033270,2021,300708931663.0
033270,2022,337856486362.0
033270,2023,378681044247.0
033270,2024,406207015461.0
033270,2025,454629301042.0
026890,2020,178492406615.0
026890,2023,252559735414.0
026890,2024,248476726991.0
026890,2025,254176101267.0
000650,2020,37939021340.0
000650,2021,35928246855.0
000650,2022,26615752815.0
000650,2023,19058948856.0
000650,2024,14086493860.0
000650,2025,9583544196.0
000430,2020,464165932849.0
000430,2021,462595407031.0
000430,2022,483710756325.0
000430,2023,509056789773.0
000430,2024,518278557000.0
000430,2025,561545424000.0
001750,2023,489793772704.0
001750,2024,514157230371.0
001750,2025,581809787522.0
017390,2020,1030529468561.0
017390,2021,1034917295913.0
017390,2022,1049084619529.0
017390,2023,1061925120032.0
017390,2024,1094640625299.0
017390,2025,1118015470579.0
002900,2020,125980831693.0
002900,2021,250258778921.0
002900,2022,335492679194.0
002900,2023,383694128561.0
002900,2024,407977073701.0
002900,2025,422564575746.0
011500,2020,130848895832.0
011500,2021,147709773437.0
011500,2022,152591076184.0
011500,2023,162579437615.0
011500,2024,164878103494.0
011500,2025,174382885222.0
123890,2023,1035048089629.0
123890,2024,1045754337172.0
123890,2025,1083326461953.0
003920,2020,860697390997.0
003920,2021,812960709791.0
003920,2022,737951261299.0
003920,2023,678230958285.0
003920,2024,631785721012.0
003920,2025,949068512416.0
005010,2020,414464187343.0
005010,2021,626399910226.0
005010,2022,909180443075.0
005010,2023,1007030906107.0
005010,2024,1119640246593.0
005010,2025,1057454587630.0
096760,2020,109193711613.0
096760,2021,93242734866.0
096760,2022,106992347999.0
096760,2023,123964559384.0
096760,2024,229541382041.0
096760,2025,266962289857.0
005680,2020,490894305105.0
005680,2021,511758521283.0
005680,2022,521757690647.0
005680,2023,529626204677.0
005680,2024,531099984716.0
005680,2025,539712971006.0
001230,2020,2033190428758.0
001230,2021,2669671791017.0
001230,2022,3144196726385.0
001230,2023,1631268474295.0
001230,2024,1630053987864.0
001230,2025,1795520178636.0
900140,2020,327213590.0
900140,2021,358368759.0
900140,2022,319726995.0
900140,2023,317874139.0
900140,2024,312038476.0
900140,2025,349845047.0
005500,2020,213456244656.0
005500,2021,234168018137.0
005500,2022,275344032044.0
005500,2023,265364997650.0
005500,2024,261655067978.0
005500,2025,290394738749.0
004360,2020,850480910094.0
004360,2021,894285706100.0
004360,2022,1000681167949.0
004360,2023,1056385323392.0
004360,2024,1132944615308.0
004360,2025,1206827202996.0
005430,2020,272534194902.0
005430,2021,290074277397.0
005430,2022,339276428817.0
005430,2023,348472901998.0
005430,2024,370243190857.0
005430,2025,405156448642.0
037710,2020,698267902723.0
037710,2021,745805464629.0
037710,2022,789909736438.0
037710,2023,819213142885.0
037710,2024,837120198750.0
037710,2025,865233394114.0
001250,2020,285967050349.0
001250,2021,331082176837.0
001250,2022,397078092565.0
001250,2023,421798220038.0
001250,2024,532013003000.0
001250,2025,542483632000.0
003120,2020,347476093197.0
003120,2021,345909590878.0
003120,2022,445567209076.0
003120,2023,382753680026.0
003120,2024,385134595275.0
003120,2025,386344748050.0
000680,2020,493208665545.0
000680,2021,553629003062.0
000680,2022,551876482818.0
000680,2023,564007596867.0
000680,2024,545945295900.0
000680,2025,892467219287.0
002320,2020,1091403131069.0
002320,2021,1223134526804.0
002320,2022,1395853937235.0
002320,2023,1410616452113.0
002320,2024,1392484819184.0
002320,2025,1399782662320.0
334890,2020,154542312711.0
334890,2021,174469841563.0
334890,2022,289211665037.0
334890,2023,403682226877.0
334890,2024,409674489380.0
334890,2025,379667647826.0
128820,2020,504417884517.0
128820,2021,458054424236.0
128820,2022,611699303883.0
128820,2023,595848541869.0
128820,2024,600669603753.0
128820,2025,625532156355.0
035510,2020,211330265998.0
035510,2021,276303438900.0
035510,2022,361449722871.0
035510,2023,382241045872.0
035510,2024,408601289160.0
035510,2025,433213266942.0
003960,2020,357583481450.0
003960,2021,423170300844.0
003960,2022,497448142062.0
003960,2023,585182053978.0
003960,2024,701571876209.0
003960,2025,652329783150.0
034120,2020,511323229481.0
034120,2021,657187168579.0
034120,2022,820911499697.0
034120,2023,878858245671.0
034120,2024,904219727036.0
034120,2025,1296102526048.0
122900,2020,361370378910.0
122900,2021,364019051549.0
122900,2022,357948561234.0
122900,2023,343510445137.0
122900,2024,359899582784.0
122900,2025,369951614763.0
0030R0,2025,292471995899.0
004430,2020,458709000000.0
004430,2021,543254000000.0
004430,2022,682622000000.0
004430,2023,705592000000.0
004430,2024,756110000000.0
004430,2025,760110000000.0
475560,2024,267553221758.0
475560,2025,245998201132.0
009470,2020,49076318615.0
009470,2021,65161185180.0
009470,2022,67775589238.0
009470,2023,72626677513.0
009470,2024,87560521250.0
009470,2025,94041534680.0
088260,2020,255805717783.0
088260,2021,249556735258.0
088260,2022,241651114672.0
088260,2023,235146035016.0
088260,2024,223594998759.0
088260,2025,214927616944.0
037270,2020,89272307112.0
037270,2021,134757708524.0
037270,2022,142590090493.0
037270,2023,162632438288.0
037270,2024,164603398462.0
037270,2025,188619048109.0
000490,2020,315607042343.0
000490,2021,351402475972.0
000490,2022,344659921696.0
000490,2023,453878420290.0
000490,2024,431724092277.0
000490,2025,484822395599.0
001460,2020,452685462892.0
001460,2021,481829929032.0
001460,2022,515759901837.0
001460,2023,534889237094.0
001460,2024,549407749514.0
001460,2025,562493040763.0
348950,2020,822923291291.0
348950,2021,805911033100.0
348950,2022,920485107036.0
348950,2023,858733620727.0
348950,2024,805841285516.0
348950,2025,1188711771110.0
003200,2020,709815571406.0
003200,2021,773283076156.0
003200,2022,883201102341.0
003200,2023,857743185595.0
003200,2024,883877045844.0
003200,2025,925285143386.0
000320,2020,371231114243.0
000320,2021,368106986666.0
000320,2022,393771033722.0
000320,2023,413617284964.0
000320,2024,470172937033.0
000320,2025,502771595047.0
010580,2020,9510827445.0
010580,2021,32357643675.0
010580,2022,66976244003.0
010580,2023,66510217307.0
010580,2024,67316795376.0
010580,2025,70162568788.0
003520,2020,114431839233.0
003520,2021,104885462467.0
003520,2022,89870191058.0
003520,2023,89632344152.0
003520,2024,89803131309.0
003520,2025,91459449207.0
136490,2020,369961032112.0
136490,2021,413074174746.0
136490,2022,424007572960.0
136490,2023,430122792485.0
136490,2025,563050361474.0
003070,2020,473699950806.0
003070,2021,598055073736.0
003070,2022,566439890660.0
003070,2023,558993973913.0
003070,2024,603002684685.0
003070,2025,694949761429.0
244920,2020,94105173362.0
244920,2021,98130255349.0
244920,2022,145802764168.0
244920,2023,150363919585.0
244920,2024,150535119361.0
244920,2025,169692781331.0
210980,2020,524396691224.0
210980,2021,639256047752.0
210980,2022,697066259283.0
210980,2023,761878023461.0
210980,2024,570030647132.0
210980,2025,570009705426.0
044450,2020,268780951266.0
044450,2021,342751528037.0
044450,2022,406280228275.0
044450,2023,420480242387.0
044450,2024,529497387975.0
044450,2025,544324342662.0
030210,2023,647864988319.0
030210,2024,593972823867.0
030210,2025,625976637367.0
134380,2020,112904700899.0
134380,2021,119954962155.0
134380,2022,132708596334.0
134380,2023,144488827195.0
134380,2024,162371006938.0
134380,2025,173551942637.0
000050,2020,741952866822.0
000050,2021,752168598930.0
000050,2022,755028762126.0
000050,2023,738061858170.0
000050,2024,759641998841.0
000050,2025,811845969050.0
000540,2023,1360675000000.0
000540,2024,772659000000.0
000540,2025,836868000000.0
037560,2020,631105915191.0
037560,2021,652383502161.0
037560,2022,625521811283.0
037560,2023,565338307755.0
037560,2024,444085285409.0
037560,2025,452657942525.0
000480,2020,617210369025.0
000480,2021,664882050549.0
000480,2022,691474405417.0
000480,2023,590713288626.0
000480,2024,610168612000.0
000480,2025,561308631000.0
007160,2020,398655209092.0
007160,2021,449502069871.0
007160,2022,513611962810.0
007160,2023,528346964383.0
007160,2024,549301475543.0
007160,2025,534528153744.0
004980,2020,406873201183.0
004980,2021,413447793247.0
004980,2022,395539342144.0
004980,2023,532461084069.0
004980,2024,569291498503.0
004980,2025,587040924471.0
008490,2020,338059832387.0
008490,2021,387764547075.0
008490,2022,421340256523.0
008490,2023,425670263027.0
008490,2024,454678679625.0
008490,2025,488680468883.0
226320,2020,396204499016.0
226320,2021,379021950834.0
226320,2022,368963705981.0
226320,2023,369058730788.0
226320,2024,379191407094.0
226320,2025,389693846486.0
001630,2020,540167855234.0
001630,2021,540979901538.0
001630,2022,528865742554.0
001630,2023,562950342281.0
001630,2024,587498486055.0
001630,2025,637023671963.0
025000,2020,533630980893.0
025000,2021,578068145968.0
025000,2022,583827421953.0
025000,2023,636837107607.0
025000,2024,692318042794.0
025000,2025,656186975643.0
004380,2020,189975590802.0
004380,2021,197391601953.0
004380,2022,210708900479.0
004380,2023,202688133508.0
004380,2024,198814209545.0
004380,2025,157397401582.0
004560,2020,428488479422.0
004560,2021,497732716061.0
004560,2022,524827566700.0
004560,2023,493860721920.0
004560,2024,516108525904.0
004560,2025,521014646031.0
009680,2020,414634248521.0
009680,2021,418819258320.0
009680,2022,430657381135.0
009680,2023,447117300118.0
009680,2024,468171602831.0
009680,2025,482822956637.0
241590,2020,517837274859.0
241590,2021,536516494498.0
241590,2022,537446711322.0
241590,2023,514104507756.0
241590,2024,524232666170.0
241590,2025,461726912688.0
053690,2020,119321676139.0
053690,2021,132733641177.0
053690,2022,177126494937.0
053690,2023,184254204512.0
053690,2024,205482053319.0
053690,2025,227716419739.0
432320,2023,435761032751.0
432320,2024,389131933200.0
432320,2025,262894426368.0
035150,2020,121247334460.0
035150,2021,145592840787.0
035150,2022,178487875878.0
035150,2023,206073593249.0
035150,2024,248065683091.0
035150,2025,258622375156.0
001790,2020,478344454000.0
001790,2021,510954964000.0
001790,2022,537502854000.0
001790,2023,554344669000.0
001790,2024,558280144000.0
001790,2025,482430175000.0
003650,2020,277126947620.0
003650,2021,301981619538.0
003650,2022,321144536739.0
003650,2023,364859745172.0
003650,2024,412505084328.0
003650,2025,479410729146.0
001780,2020,202079151916.0
001780,2021,227876040100.0
001780,2022,237458232505.0
001780,2023,278098536484.0
001780,2024,311802738703.0
001780,2025,326552093873.0
033920,2020,524752156967.0
033920,2021,498540425058.0
033920,2022,480560895761.0
033920,2023,539638320504.0
033920,2024,571647855552.0
033920,2025,613401250874.0
004310,2020,90140780227.0
004310,2021,86600324878.0
004310,2022,86555281442.0
004310,2023,84661467623.0
004310,2024,79074176370.0
004310,2025,82103210702.0
