code,name,theme,g1,g2,per,pbr,peg,div,trend,mrank
377300,카카오페이,핀테크,,3.1989973740606725,122.54,2.92,,0.0,False,105
032350,롯데관광개발,,,,40.08,3.05,,0.0,False,289
096530,씨젠,,,7.6478733967209696,28.37,1.35,,3.37,True,254
030530,원익홀딩스,,,,58.36,1.6,,0.0,False,262
458870,씨어스,,,,91.92,37.67,,0.0,False,274
0009K0,에임드바이오,,,,232.41,8.36,,0.0,False,253
181710,NHN,,,,34.41,0.74,,1.42,False,275
439260,대한조선,,,,7.11,1.83,,0.48,False,228
032820,우리기술,,,-0.6107505279192385,2440.0,16.16,,0.0,False,222
189300,189300,,,0.12504856150046506,107.32,2.98,,0.26,False,365
000150,두산,지주·기계,,,351.54,17.01,,0.27,False,35
089970,브이엠,,,,96.3,16.02,,0.0,True,192
279570,케이뱅크,,,,19.32,0.98,,0.0,False,197
247540,에코프로비엠,,,,353.6,8.06,,0.07,False,62
000720,현대건설,,,-0.16558702201432596,34.41,1.55,,0.7,False,64
056190,056190,,,0.2672944430418003,12.13,0.72,,4.09,False,353
089030,테크윙,,,,203.8,8.91,,0.24,False,245
034220,LG디스플레이,,,,25.45,0.87,,0.0,False,111
000250,삼천당제약,,,,1000.0,19.04,,0.02,False,121
069960,현대백화점,,,,20.24,0.92,,1.11,True,145
499790,499790,,,,37.39,0.85,,0.96,False,326
034730,SK,,,,28.76,1.82,,0.96,True,18
023530,롯데쇼핑,,,-0.4389220887380785,93.04,0.32,,2.36,True,119
003670,포스코퓨처엠,,,-0.6292355096862321,3443.14,3.84,,0.14,False,57
139480,이마트,,,,16.21,0.2,,3.03,False,199
010950,S-Oil,,,-0.5682555852575413,70.05,1.39,,0.31,True,48
