last,to50,to20,dd20,ddhi,near_low,bw_rank,volr,a200,up200,cat,sub,prep,near_high,breakout,vsurge,vstrong,flags,code,name
42500,1.3279927520682744,-0.8341597153357028,-5.8693244739756345,-40.056417489421726,16.279069767441868,24,2.025239124207963,False,False,🟢 추세위,MA50 신규회복,,False,False,True,False,⚡,377300,카카오페이
62200,-16.63315909395523,-9.881193856853088,-22.73291925465839,-27.758420441347276,3.8397328881469184,98,0.3984918448641471,False,True,⚪ 기타,신호 없음,,False,False,False,False,,383220,F&F
5680,0.04227138227419491,0.7985803016858917,-3.401360544217691,-19.887165021156562,19.327731092436974,23,0.7887248945850328,False,True,🟢 추세위,MA50 신규회복,,False,False,False,False,,395400,SK리츠
1123000,-13.847334100498653,9.62514642717689,-2.6863084922010394,-42.99492385786802,46.22395833333333,49,0.7409215181552415,True,True,🔵 주도주,규칙 유니버스,,False,False,False,False,,402340,SK스퀘어
44900,-0.7625151950491738,19.470498237211476,-6.458333333333332,-46.22754491017964,63.57012750455373,62,0.8914111111701202,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,403870,HPSP
10300,-0.8681257338646109,-1.1895625479662275,-4.1860465116279055,-7.623318385650224,11.111111111111116,82,0.862120713250594,True,True,⚪ 기타,신호 없음,,False,False,False,False,,415640,KB발해인프라
105300,-23.648070536711284,-6.520484708597807,-18.181818181818176,-45.21331945889698,27.327690447400244,77,1.1703493884801421,True,True,⚪ 기타,신호 없음,,False,False,False,False,,420770,기가비스
33150,-11.040145985401463,-8.740536820371647,-18.249075215782984,-54.71311475409837,27.99227799227799,53,0.4151571837539114,False,True,⚪ 기타,신호 없음,,False,False,False,False,,437730,삼현
49050,-4.875494531068192,-1.5998796328802856,-10.329067641681899,-54.02999062792877,16.5083135391924,41,0.5346004980665938,False,False,⚪ 기타,신호 없음,,False,False,False,False,,439260,대한조선
61900,-17.73649097626452,0.5359753126522593,-9.370424597364568,-51.75370226032736,31.842385516506933,33,0.7494969502120817,True,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,440110,파두
197700,-4.949181226381527,0.8261933904528673,-5.632458233890214,-29.518716577540104,12.971428571428568,32,1.0264651427611158,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,443060,HD현대마린
34250,-15.018733096791802,-2.379934444919485,-14.160401002506262,-60.358796296296305,26.383763837638384,57,0.7961703213558707,False,False,⚪ 기타,신호 없음,,False,False,False,False,,450080,에코프로머티
70900,-10.303122311623902,2.412249024989177,-10.479797979797977,-57.46850629874025,30.811808118081174,52,0.601842911802792,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,454910,두산로보틱스
60100,-7.904011768672037,0.45127862276450603,-11.87683284457478,-53.80476556495004,35.36036036036037,62,0.732631567671408,False,True,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,457190,이수스페셜티케미컬
31800,-2.0423251085851635,0.32336935089518626,-5.4977711738484425,-27.397260273972602,13.978494623655923,3,0.5729957343872102,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,462870,시프트업
51300,0.649414349898958,-4.797253410039904,-36.58838071693449,-36.58838071693449,70.43189368770764,94,0.4213552797497059,True,True,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,475150,SK이터닉스
62000,11.47470243446367,7.257157685321336,-13.52859135285913,-56.854558107167705,71.74515235457064,88,0.9535304029430983,False,True,🟢 추세위,MA50 위 추세유지,,False,False,False,False,,475830,오름테라퓨틱
216500,-3.4662956918768972,-9.100451348798156,-18.301886792452827,-18.301886792452827,23.361823361823355,75,0.4800586402216849,True,True,⚪ 기타,신호 없음,,False,False,False,False,,483650,달바글로벌
51200,-0.5960354903217002,8.872468236670027,-6.39853747714808,-44.768069039913705,65.42810985460422,80,0.45450862525992425,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,489790,한화비전
33450,-14.441375076734197,-18.185153479271122,-32.96593186372746,-63.36254107338445,11.872909698996658,86,1.1603768014658553,False,False,⚪ 기타,신호 없음,,False,False,False,False,,491000,리브스메드
20750,-64.96660431003627,9.858110969927992,-27.32049036777583,-85.05043227665706,80.90671316477768,83,0.3530460281437772,False,False,🟡 초기반등,MA20 회복(MA50 대기),,False,False,False,False,,950160,코오롱티슈진
